name,DS100,"UIC (IBNR)",Latitude,Longitude
"Starckstraße, Karlsruhe",RKSS,721445
Starnberg,MST,8005676,47.995963,11.34367
"Starnberg Nord",MSNO,8005675,48.005975,11.347386
Statte,XBSA,8800169
Stauchitz,DSTU,8013029,51.242914,13.21192
Staudernheim,SSTH,8005678,49.780582,7.693103
Staufen,RSTF,8007332,47.885027,7.728343
"Staufen Süd",RSTS,8007333,47.877635,7.729681
Stavoren,ONSVR,8400575,52.8865535,5.3600212
"Staßfurt",LSF,8010332,51.851258,11.587898
Steckborn,XSSB,8506136,47.6645058687009,8.9810085806098
"Steckborn URh",XSSBS,8506157,47.6686469246848,8.98143540966547
"Stederdorf(Kr Uelzen)",HSTF,8005682,52.907428,10.592702
Stedum,ONSTD,8400576,53.3262092,6.6875551
Steenwijk,XNSW,8400578,52.791510992432,6.1145557632446
Stegenwaldhaus,NSWH,8005686,50.31626,11.796809
Steilküste/Wittenbeck,WHDS,8011847,54.144768,11.793771
Stein(Traun),MSTN,8005687,47.985354,12.546124
Stein-Säckingen,XSSK,8500320,47.5415967349363,7.9488227239598
Steina,DSTI,8013033,51.103359,13.022657
"Steinach in Tirol",XAST,8100107,47.0892785187682,11.4698480335679
Steinach(Baden),RSNA,8005688,48.298992,8.056469
Steinach(Thür),USTN,8013034,50.432724,11.158644
Steinach(Thür)Süd,USTA,8013036,50.423051,11.166781
"Steinach(b Rothenburg ob der Tauber)",NSTN,8000091,49.453218,10.273535
Steinalben,SSTA,8005689,49.316247,7.651484
"Steinau(Straße)",FSA,8005690,50.314349,9.443162
"Steinbach am Wald",NSD,8005692,50.441648,11.382922
Steinbach-Hallenberg,USTH,8013037,50.693163,10.558086
Steinbourg,XFSNG,8702047
"Steindorf bei Straßwalchen",XASF,8100020
Steinebach,MSA,8005699,48.061184,11.206812
Steinebrunn,XSSU,8506397,47.5315345098341,9.34983964908795
Steinefrenz,FSFZ,8005700,50.44842,7.938888
Steinen,RSTN,8005701,47.641604,7.741561
"Steinerne Renne",LSR,8017025,51.8167,10.727011
Steinfeld(Oldb),HSFD,8005703,52.592797,8.198151
Steinfeld(Pfalz),RSFL,8007858,49.044675,8.039369
Steinfeld(Stendal),LSFD,8013039,52.614734,11.728617
Steinfurt-Borghorst,EBGO,8001096,52.118737,7.397539
Steinfurt-Burgsteinfurt,EBFT,8000062,52.147384,7.32934
Steinfurt-Grottenkamp,EGRK,8005712,52.123249,7.375921
Steinhagen(Westf),ESTG,8005704,52.017419,8.420787
"Steinhagen(Westf) Bielef. Str.",ESBS,8005702,52.011416,8.436453
Steinhausen-Neuburg,WSNB,8013040,53.942319,11.596334
Steinheim(Main),FSHM,8005706,50.121369,8.906852
Steinheim(Westf),HSTM,8005708,51.868177,9.088447
Steinhöring,MSHG,8005709,48.083487,12.031284
Steinpleis,DSPH,8010333,50.708976,12.394074
Steinsfurt,RSS,8005714,49.235822,8.907978
Steinweiler,RSTE,8005713,49.120844,8.130696
Steinwenden,SSTW,8005715,49.454175,7.524785
"Steinwiesen Bf",NSTW,8005716,50.292441,11.462246
Stelle,ASTE,8005717,53.387699,10.109023
"Stelle DHE",HSTE,8070547
Stendal,LS,8010334,52.594723,11.854412
"Stendal Vorbf",LSV,8013046,52.595836,11.87129
Stendal-Stadtsee,LSS,8010335,52.606837,11.836728
Stenn,DSTN,8013047,50.678758,12.441635
Stephansfeld,XFSF,8702021
Sterbfritz,FSTZ,8005720,50.312868,9.625417
Sternfeld,WSE,8013051,53.824775,13.15042
Sternhaus-Haferfeld,LSTH,8017026,51.698595,11.132586
Sternhaus-Ramberg,LSTE,8017027,51.690311,11.127498
Sterzhausen,FSZH,8005722,50.861554,8.708698
Stettbach,XSSE,8503147,47.3972121247927,8.59613281647753
"Stetten (b. Haigerloch)",TSTT,8070548,48.353415,8.812741
"Stetten am Heuchelberg",TSHG,8005724,49.136913,9.014726
Stetten(Donau),TSTD,8005723,48.022814,8.872354
Stetten(Schwab),MSTS,8005725,48.027663,10.43604
Stetten-Beinstein,TSTE,8005726,48.811924,9.35245
Stettfeld(Baden),RSF,8007134,49.178906,8.64374
Steyr,XASY,8100010
Stiege,LSTI,8017028,51.660798,10.881191
"Stift Keppel-Allenbach",ESKA,8005731,50.977961,8.09223
"Stockach NE",RSTK,8077774,47.85009,9.005731
Stockau,NSOK,8005734,49.919576,11.666718
Stockdorf,MSD,8005735,48.093258,11.400845
Stockerau,XASRA,8100534
Stockhausen(Lahn),FSTH,8005736,50.540536,8.325365
Stockheim(Oberfr),NSTH,8005737,50.306822,11.282133
Stockheim(Unterfr),NSTU,8005738,50.459952,10.271229
Stockstadt(Main),FSTK,8005739,49.976627,9.063369
Stockstadt(Rhein),FSTR,8005740,49.809433,8.47244
Stolberg(Harz),USTO,8013056
Stolberg(Rheinl)Gbf,"KST G",8099506,50.797555,6.22488
Stolberg(Rheinl)Hbf,KST,8000348,50.79448,6.217478
"Stolberg(Rheinl)Hbf Gl.27","KST B",8098348,50.794526,6.219009
"Stolberg(Rheinl)Hbf Gl.44","KST E",8098349,50.7948,6.218439
Stolberg-Altstadt,KSTT,8005741,50.764259,6.230538
"Stolberg-Mühlener Bahnhof",KSTM,8005745,50.773589,6.223898
Stolberg-Rathaus,KSTR,8005743,50.768554,6.229845
Stolberg-Schneidmühle,KSTS,8005744,50.784904,6.219012
"Stollberg Schlachthofstraße",DSTOS,8017415,50.714229,12.778782
Stollberg(Sachs),DSTO,8010337,50.70931,12.773549
Stolpen,DSTL,8013057,51.037051,14.08725
Stommeln,KSOM,8005746,51.018092,6.752466
Storkow(Mark),BSTW,8013058,52.251632,13.9209
Storzingen,TSGZ,8005747,48.134881,9.127085
Stotternheim,USHM,8013061,51.052351,11.048324
"Stralsund Hbf",WSR,8010338,54.308626,13.077321
"Stralsund Rügendamm",WSRR,8013062,54.305322,13.107522
Stralsund-Grünhufe,WSRB,8011778,54.304298,13.04393
Strasbourg,XFSTG,8700023
Strasburg(Uckerm),WSB,8010339,53.515101,13.745272
Strasshof,XASTH,8101595
Straubing,NST,8000095,48.876978,12.574094
Straubing-Ost,NSTT,8006745,48.876407,12.592248
Strausberg,BST,8010341,52.532204,13.833611
"Strausberg Nord",BSTN,8013064,52.590146,13.908476
"Strausberg Stadt",BSTR,8081420,52.57698,13.888133
Strausberg-Hegermühle,BHGM,8080680,52.548375,13.866607
"Straußfurt",USF,8010342,51.163144,10.987507
"Straß-Moos",MSMS,8005749,48.711321,11.050315
"Straßberg(Harz)",LSTR,8017029,51.620209,11.043781
"Straßberg-Glasebach",LSGL,8084109,51.618215,11.049358
"Straßberg-Winterlingen",TSTR,8005750,48.178747,9.087718
"Straßgräbchen-Bernsdorf",DSTR,8010340
"Straßkirchen",NSK,8005752,48.833615,12.720746
"Straßwalchen",XASR,8100019,47.9723921876988,13.2637351289072
Stresa,XISTA,8300068
Strizivojna-Vrpolje,XRSV,7800047
Strohkirchen,WSTK,8013069,53.398386,11.318463
Strullendorf,NSU,8005760,49.84555,10.96167
Struthütten,ESTU,8005761,50.78144,7.973309
Stryck,FSY,8005762,51.282472,8.629398
Stubben,HSUB,8005763,53.405793,8.780519
Stubbenfelde,WSBB,8087027,54.028074,14.033515
Stubersheim,TSBH,8007071,48.593792,9.920377
Stumsdorf,LSTF,8010343,51.616234,12.066859
Sturovo,XYST,5603745
"Stuttgart Ebitzweg",TSEB,8005766,48.803938,9.231701
"Stuttgart Feuersee",TSFS,8006699,48.772768,9.166273
"Stuttgart Flughafen/Messe",TFL,8005768,48.690648,9.19263
"Stuttgart Hbf",TS,8000096,48.784084,9.181635
"Stuttgart Hbf (tief)","TS  T",8098096,48.782999,9.179808
"Stuttgart Neckarpark",TSNS,8006743,48.792173,9.241595
"Stuttgart Nord",TSN,8005767,48.803769,9.188026
"Stuttgart Nürnberger Str.",TSNU,8004357,48.806423,9.234858
"Stuttgart Schwabstr.",TSS,8006698,48.770255,9.156959
"Stuttgart Stadtmitte",TSMI,8006700,48.776229,9.172925
"Stuttgart Universität",TSUN,8006513,48.745837,9.105398
"Stuttgart-Bad Cannstatt",TSC,8005769,48.801377,9.217531
Stuttgart-Feuerbach,TSFE,8005770,48.813673,9.169382
Stuttgart-Münster,TSM,8005771,48.820724,9.21586
Stuttgart-Obertürkheim,TSOM,8005772,48.762013,9.267889
Stuttgart-Rohr,TSRO,8005773,48.717902,9.108328
Stuttgart-Sommerrain,TSSM,8005774,48.81527,9.248327
Stuttgart-Untertürkheim,TSU,8005775,48.779751,9.250569
Stuttgart-Vaihingen,TSV,8005776,48.726279,9.113226
Stuttgart-Zazenhausen,TSZAH,8005777,48.836034,9.199539
Stuttgart-Zuffenhausen,TSZ,8005778,48.829415,9.166739
"Stuttgart-Österfeld",TSOS,8005779,48.737651,9.116774
Stühlingen,RSTU,8005764,47.74703,8.451368
Stützerbach,UST,8013071,50.639479,10.857915
Subotica,XJST,7200012
Subzin-Liessow,WSBN,8013072,53.891919,12.347623
Suchsdorf,ASU,8005781,54.349605,10.091264
Suderburg,HSUD,8005780,52.904892,10.43279
Suerhop,ASUP,8005788,53.315903,9.855154
Suhl,USL,8010345,50.605145,10.682826
Suhl-Heinrichs,USLH,8013077,50.602098,10.638454
"Sukow(b Schwerin)",WSU,8013079,53.554785,11.559558
Sulmingen,TSUM,8079100,48.151937,9.863192
Sulz(Neckar),TSUL,8005791,48.366485,8.636748
Sulzbach(Inn),MSBH,8005793,48.454689,13.382017
Sulzbach(Main),NSUZ,8005794,49.917973,9.146531
Sulzbach(Murr),TSBM,8005795,48.999461,9.500409
Sulzbach(Saar),SSZ,8005796,49.299561,7.055062
Sulzbach(Saar)Altenwald,SSZA,8005797,49.312078,7.078876
Sulzbach(Taunus),FSZ,8005798,50.129833,8.527989
Sulzbach(Taunus)Nord,FSZN,8005799,50.139399,8.518195
Sulzbach-Rosenberg,NSR,8005800,49.499478,11.739277
"Sulzbach-Rosenberg Hütte",NSRH,8005801,49.489036,11.775299
Sulzberg,MSUG,8005802,47.675214,10.363935
Sulzfeld(Baden),RSFD,8005805,49.108173,8.852544
Summerau,XASUM,8100316,48.5572016498612,14.4488964537534
Sursee,XSSUS,8502007,47.1707889132201,8.09787795205423
"Survilliers Fosses",XFSVF,8704683
Susteren,XNSU,8400582,51.061389923096,5.8630557060242
Svatava,XTSV,5400131
"Svatava zastavka",XTSVZ,5402998
Svor,XTSVO,5400285
Swalmen,ONSW,8400583,51.23582,6.03228
Swiebodzin,XPSWB,5103284
"Swinoujscie Centrum",XPSM,5189954
Swisttal-Odendorf,KODE,8004616,50.651162,6.879764
Syke,HSYK,8005809,52.91616,8.809786
Sylbach,ESYL,8005810,52.026884,8.765529
Syrau,DSY,8013080,50.544769,12.085313
Sythen,ESYH,8005811,51.77176,7.226526
"Szczecin Glowny",XPSG,5100057
"Szczecin Gumience",XPSU,5100145
Szentgotthárd,XMSG,5500029
Szob,XMSB,5500006
Szob(Gr),XMXSB,5603743
Szolnok,XMSN,5500053
Sättelstädt,USAE,8012826,50.945914,10.480338
Sélestat,XFSL,8700179
Söllichau,LSOL,8013001,51.633456,12.654031
"Söllingen Kapellenstraße",RSLA,8070865,48.983956,8.549618
"Söllingen Reetzstr.",RSLR,8007866,48.991053,8.540793
"Söllingen(b Karlsr)",RSL,8005585,48.987754,8.543543
Sömmerda,USD,8010328,51.165186,11.127532
Sörup,ASOE,8005586,54.716662,9.669912
Süderbrarup,ASUE,8005782,54.637409,9.770907
Süderdeich,ASDD,8005783,54.198185,8.911247
Süderlügum,ANBS,8005789,54.870997,8.889327
Sülstorf,WSLT,8013073,53.513998,11.388039
Sülzbach,TSUE,8005786,49.14855,9.340458
"Sülzbach Schule",TSUS,8005792,49.145063,9.351457
Sülzenbrücken,USUE,8013074,50.887391,10.895873
Sünching,NSUE,8005787,48.884159,12.356769
"Süßen",TSD,8005790,48.683641,9.76028
"TGV Haute Picardie",XFHP,8704957
Taben,STB,8005812,49.552747,6.600316
Tabor,XTT,5400031
Tacherting,MTCH,8005813,48.078747,12.567336
Taggia,XITG,8300176
Tamines,XBTA,8800135
Tamm(Württ),TTM,8005820,48.921605,9.125828
Tangerhütte,LTH,8013083,52.433869,11.809943
Tangermünde,LTM,8013084,52.545741,11.969957
"Tangermünde West",LTMW,8013085,52.547736,11.960454
Tanndorf,DTA,8013087,51.161466,12.848393
Tanneneck,ATAK,8007051,53.755327,9.943297
Tannheim(Württ),TTA,8005823,47.994955,10.09692
Tannroda,UTA,8013089,50.862446,11.247149
Tantow,WTA,8013090,53.269275,14.347926
Tapfheim,MTPF,8005824,48.679208,10.694078
"Tarascon sur Rhone",XFTA,8700058
Tarp,ATP,8005825,54.664815,9.398599
"Tarvisio Boscoverde",XITB,8303915
Tata,XMTA,5500010
Tatabanya,XMTB,5500009
Tating,ATAT,8005826,54.322847,8.709512
Taubenheim(Spree),DTB,8013092,51.0422,14.480637
Tauberbischofsheim,TTB,8005827,49.623632,9.658294
Tauberfeld,MTA,8005828,48.819238,11.275691
Taucha(Leipzig),LTC,8013093,51.379459,12.485724
Taufkirchen,MTU,8005831,48.051552,11.609252
"Taufkirchen an der Pram",XATF,8100320
"Taulov st",XDTA,8602526
Tautenhain,LTNH,8013095,51.089839,12.67953
Taverne-Torricella,XST,8505218,46.0566859523733,8.93032466625042
Taxenbach-Rauris,XATR,8100046,47.2928125215196,12.9478990030565
Tczew,XPTC,5100061
Tecknau,XSTE,8500028,47.4457572593675,7.88760523023861
Tegelen,ONTE,8400591,51.33894,6.14253
Tegernsee,MTE,8007632,47.713689,11.757394
Teicha,LTE,8013097,51.554455,11.95918
Teichland,BT,8012445,51.818613,14.423813
Teichwolframsdorf,DTW,8013098
Teisendorf,MTO,8005833,47.849397,12.834452
Teisnach,NTEN,8070666,49.039375,12.994268
"Teisnach Rohde&Schwarz",NTRS,8005839,49.03193,12.99215
Telfs-Pfaffenhofen,XATP,8100060,47.3006527406517,11.0786677764694
Telgte,ETEL,8005834,51.981193,7.780876
Teltow,BTL,8013100,52.388282,13.300441
"Teltow Stadt",BTLS,8080450,52.396906,13.276623
Temmels,STS,8005835,49.688479,6.462523
Templeuve,XFTE,8702110
Templin,WT,8010347,53.112345,13.491481
"Templin Stadt",WTV,8010117,53.117131,13.509241
Templin-Ahrensdorf,WTAD,8013102
Tende(F),XFTND,8704703
Teningen-Mundingen,RTMU,8005836,48.128777,7.824408
Tenneck,XATN,8101660
"Teplice v Cechach",XTTV,5400101
Terborg,ONTBG,8400592,51.9224549,6.3642466
Terespol,XPTE,5100084
Terfens-Weer,XATW,8100323,47.3158846829949,11.6343135704153
Tergnier,XFTG,8700077
Teschenhagen,WTHN,8013104,54.389367,13.374233
Teschow,WTOW,8013105,53.994354,11.637959
Tessin,WTI,8013106,54.032017,12.462614
"Tessin West",WTIW,8079604,54.034436,12.44257
Testelt,XBTE,8800244
Teterow,WTE,8010348,53.768437,12.577966
"Teting (Moselle)",XFTT,8700556
Teuchern,UTEU,8010349,51.133858,12.016542
Teufelsmühle,DTF,8013537,50.853298,14.751792
Teutschenthal,LTT,8013110,51.464358,11.782738
"Teutschenthal Ost",LTTO,8013111,51.465749,11.819821
"Thale Hbf",LTL,8013112,51.746047,11.031048
"Thale Musestieg",LTLM,8013125,51.751434,11.04688
Thaleischweiler-Fröschen,STWF,8005843,49.261374,7.578141
"Thalfingen(b Ulm)",TTL,8005845,48.432982,10.047853
"Thalheim (b Oschatz)",DTL,8070690,51.281057,13.089738
Thalheim(Erzgeb),DTAL,8013113,50.696598,12.849345
Thalwil,XSTW,8503202,47.2959747212651,8.56475556229341
Thann-Matzbach,MTMA,8005852,48.26651,12.04746
"Thansüß",NTAS,8005855,49.622265,11.937845
Tharandt,DTH,8013114,50.982872,13.592111
Thayngen,RTG,8005856,47.745502,8.7043
Theisbergstegen,STN,8005857,49.518978,7.448373
"Theißen",LT,8013115,51.090429,12.106626
Themar,UTH,8010350,50.506715,10.617521
"Thermalbad Wiesenbad",DWIE,8013116,50.619145,13.044958
Thesdorf,ATHS,8005858,53.644372,9.813837
Thiergarten(Hohenz),TTI,8007867,48.085413,9.095629
Thionville,XFTHV,8700059
"Thoßfell",DTFL,8013120,50.54097583,12.2556397
Thun,XSTH,8507100,46.7548532939413,7.62959464394696
Thusis,XSTU,8509189,46.6981990893868,9.44050194243702
Thyrow,BTHR,8013123,52.247228,13.259634
Thüngersheim,NTHM,8005864,49.877985,9.840298
Thür,KTH,8005865,50.358808,7.27708
Tiebensee,ATB,8005867,54.219487,9.019229
Tiefenau,DTFN,8013124,51.390689,13.413904
"Tiefenbach(b Passau)",NTFB,8026544,48.61502,13.42308
Tiefenbachmühle,LTF,8017030,51.636087,10.813515
Tiefenort,UTI,8013127
Tieffenbach-Struth,XFTB,8700529
Tiel,ONTL,8400596,51.889446258545,5.4222221374512
"Tiel Passewaaij",PNAAU,8400036,51.873889923096,4.7208333015442
Tienen,XBTI,8800085
Tiengen(Hochrhein),RTI,8005871,47.635471,8.272003
Tilburg,XNT,8400597,51.560554504395,5.0836110115051
"Tilburg Reeshof",PNAAF,8400021,51.573612213135,4.7044444084167
"Tilburg Universiteit",ONTW,8400594,51.564998626709,5.0511112213135
Timmendorferstrand,ATIM,8005874,53.994212,10.76227
"Tinglev st",XDTI,8602553
Tisis,XATI,8101685,47.2273702391884,9.57564573367006
Titisee,RTIT,8005876,47.903402,8.155069
Tittmoning-Wiesmühl,MWSL,8006422,48.023909,12.744898
"Tjaereborg st",XDTB,8602563
Tobel-Affeltrangen,XSTOA,8506183,47.5212973846941,9.03368895274131
"Toender Nord st",XDTON,8602955
"Toender st",XDTO,8602589
"Tommerup st",XDTP,8602588
Tongeren,XBTG,8800086
Torgau,LTG,8010351,51.563036,12.991134
Torgelow,WTO,8013131,53.63462,14.008758
"Torino Porta Susa",XITUP,8300522
Tornesch,ATM,8005887,53.697313,9.71497
Tostedt,ATST,8005888,53.272046,9.732013
Toul,XFTU,8700263
Toulon,XFTO,8700108
Toulouse-Matabiau,XFTM,8700065
Tourcoing,XFTC,8700121
Tournai,XBTO,8800170
Tournan,XFTOU,8704734
Tovarnik,XRT,7800197
Traben-Trarbach,STT,8005889,49.951565,7.120722
Trabitz,NTB,8005890,49.801467,11.894621
Trais-Horloff,FTH,8005891,50.45059,8.910969
Trasadingen,RT,8005892,47.665238,8.436804
Trassenheide,WTH,8013132,54.081378,13.868517
Trassenmoor,WTM,8013133,54.091046,13.86781
Traun,UTN,8013135,50.73412045,11.81941999
"Traun OÖ",XATRN,8101690
Traundorf,MTRD,8005893,47.838373,12.639879
Traunreut,MTRT,8005894,47.965068,12.589768
Traunstein,MTS,8000116,47.869727,12.638801
"Traunstein Klinikum",MTSK,8005873,47.874557,12.633442
Trbovlje,XZT,7900037
Trebbin,BTN,8013137,52.217618,13.230382
Treben-Lehma,LTRL,8013138,51.046935,12.440947
Trebgast,NTG,8005895,50.065979,11.552112
Trebitz(Elbe),LTB,8013139,51.753803,12.758954
Trebitz(Könnern),LTRB,8013140,51.704991,11.763092
Trebnitz(Mark),BTZ,8013141,52.538262,14.216504
Trebusice,XTTRB,5403197
Trechtingshausen,FTRE,8005896,50.009042,7.852359
Treibach-Althofen,XATA,8100096,46.8685828104467,14.4655944484276
Treis-Karden,STK,8003179,50.179836,7.299635
"Trelleborg F",XVTF,7400795
Trento,XITR,8300101
Treuchtlingen,MTL,8000122,48.961267,10.908159
Treuen,DTRE,8013144,50.547935,12.301859
Treuenbrietzen,BTZN,8013145,52.091919,12.857911
"Treuenbrietzen Süd",BTZS,8013146,52.080609,12.880916
"Treviso Centrale",XITS,8300130
Treysa,FTS,8000129,50.910661,9.185673
Triangel,HTRI,8005901,52.509506,10.57824
Triberg,RTR,8005902,48.140004,8.236806
Trieben,XAT,8100128,47.4889508226702,14.4899566339361
Triebes,UTB,8013150,50.688044,12.023306
Triefenried,NTRI,8005903,48.969669,13.052686
"Trier Hbf",STR,8000134,49.756846,6.652453
"Trier Süd",STRS,8005905,49.744663,6.636883
Triesdorf,NTF,8005907,49.200919,10.679144
Trimmelkam,XATK,8100379
Triptis,UTR,8010352,50.740882,11.872173
"Trochtelfingen ALB-GOLD",TTRA,8007147,48.328851,9.245916
Trochtelfingen(Hohenz),TTRF,8070557,48.307542,9.246268
"Trochtelfingen(b Bopfingen)",TTO,8005908,48.838365,10.401823
Troisdorf,KT,8000135,50.813922,7.150892
Troisvierges,XLTV,8200136
Trompet,KTR,8005910,51.413489,6.669107
Tromsdorf,UTRO,8013152,51.118495,11.481268
Trooz,XBT,8800265
"Trossingen Bahnhof",TTR,8005911,48.087664,8.585154
"Trossingen Stadt",TTRS,8007646,48.074037,8.631547
Trostberg,MTSB,8005912,48.024737,12.555646
Tschagguns,XATS,8100118
Tulling,MTUL,8005924,48.082865,12.060049
"Tulln a.d.Donau",XATU,8100203
Tullnerfeld,XATD,8102059
Tuplice,XPTU,5100242
"Tuplice Debinka",XPTUD,5103854
Turgi,XSTG,8503503,47.4917545162075,8.25344123675291
Tuttlingen,TTU,8000163,47.980579,8.798542
"Tuttlingen Gänsäcker",TTUG,8005946,47.964663,8.781233
"Tuttlingen Nord",TTUN,8000456,47.992605,8.823737
"Tuttlingen Schulen",TTUS,8005925,47.987335,8.801166
"Tuttlingen Zentrum",TTUZ,8079056,47.985615,8.809435
Tutzing,MTZ,8005927,47.907142,11.27289
Twello,PNAAV,8400037,52.237777709961,4.7005553245544
Twiste,FTW,8005928,51.33626,8.964011
Twistringen,HT,8005929,52.79188,8.644832
Tychy,XPTY,5100260
Töging(Inn),MTG,8005883,48.259015,12.59487
Tönning,ATG,8005885,54.314139,8.937601
Töppeln,UTP,8013129,50.890855,12.006161
"Tübingen Hbf",TT,8000141,48.515811,9.055407
"Tübingen West",TTW,8005916,48.520045,9.038249
Tübingen-Derendingen,TTD,8005917,48.503486,9.05059
Tübingen-Lustnau,TTLU,8005918,48.524048,9.094876
Türkenfeld,MTFD,8005920,48.104725,11.077277
Türkheim(Bay)Bf,MTHB,8000144,48.04569,10.617439
Türkismühle,STM,8000154,49.580358,7.114615
"Tüßling",MTLG,8005923,48.212319,12.588701
Ubbedissen,EUBD,8005930,51.988447,8.637579
"Ubstadt Ort",RUO,8007133,49.156748,8.625553
"Ubstadt Salzbrunnenstr",RUOS,8085003,49.15519,8.633025
"Ubstadt Uhlandstr.",RUOU,8070098,49.162713,8.628827
Ubstadt-Weiher,RUW,8005931,49.167021,8.623335
Uchtspringe,LUS,8013158,52.543674,11.592243
Uckange,XFUC,8700377
Uder,UUD,8013159,51.367042,10.062149
Udine,XIU,8300115
Uebigau,LUEB,8013160,51.585421,13.296519
Ueckermünde,WUM,8013162,53.733923,14.05408
"Ueckermünde Stadthafen",WUMH,8013156,53.736202,14.052233
Uelzen,HU,8000168,52.969781,10.553053
Uffenheim,NU,8005947,49.551264,10.242887
"Uffing a Staffelsee",MUF,8005948,47.72015,11.158954
Uhingen,TUH,8005949,48.708605,9.585528
Uhldingen-Mühlhofen,RUDM,8004595,47.736997,9.248419
Uhlerborn,FUR,8005950,50.010673,8.142584
Uhlstädt,UUS,8013164,50.741642,11.462662
Uhsmannsdorf,BUD,8013165,51.328137,14.894309
Uhyst,BUS,8013166,51.3629311,14.50905162
Uitgeest,XNUI,8400615,52.521667480469,4.7016668319702
Uithuizen,ONUHZ,8400617,53.4099568,6.6748869
Uithuizermeeden,ONUHM,8400618,53.4145845,6.7202975
Ulberndorf,DUL,8013167
Ulbersdorf,DUD,8013168,50.955621,14.219801
"Ulm Hbf",TU,8000170,48.399437,9.982227
"Ulm Ost",TUO,8005952,48.407159,9.994631
Ulm-Donautal,TUDT,8005954,48.36634,9.940355
Ulm-Söflingen,"TU  F",8005955,48.402726,9.958849
Ulmerfeld-Hausmening,XAUH,8101695,48.074913105826,14.8156888052925
Ulrichsbrücke-Füssen,XAU,8100558,47.5431131730802,10.6643628932915
"Ulzburg Süd",AUBS,8007052,53.77346,9.972892
"Umrathshausen Bf",MURB,8005961,47.818772,12.320636
"Umrathshausen Ort",MURO,8005962,47.805741,12.326966
Unadingen,RUN,8005963,47.881166,8.397886
Undorf,NUDF,8005966,49.02714,11.939138
Unfriedsdorf,NUND,8005967,50.199537,11.752578
Ungedanken,FUNG,8005968,51.124656,9.218971
Unkel,KUN,8005970,50.602992,7.219678
Unna,EUN,8000171,51.538982,7.692858
"Unna West",EUNW,8003925,51.53898,7.676431
Unna-Königsborn,EUK,8005971,51.55328,7.687808
Unnau-Korb,FUKO,8005972,50.654168,7.888829
Unterammergau,MUAG,8005975,47.617464,11.030051
Unterasbach,NUA,8005976,49.416691,10.98539
Unteraschau,MUA,8005977,47.922956,12.697808
Unterberg-Stefansbrücke,XAUS,8101712,47.2140470523309,11.3920021438023
Unterelchingen,TUE,8005983,48.452989,10.100191
Unterföhring,MUFG,8005986,48.19031,11.646772
Untergimpern,RUG,8007436,49.269021,9.011964
Untergrainau,MUGR,8017042,47.481117,11.042821
Untergriesheim,TUG,8005989,49.265104,9.222779
Untergrombach,RURB,8005990,49.087651,8.54829
Unterhaching,MUH,8005991,48.064962,11.612359
Unterharmersbach,RUH,8007103,48.354139,8.089966
Unterhausen(Bay),MUHN,8005993,48.716773,11.100288
Unterheckenhofen,NUT,8005995,49.213517,11.056154
"Unterjesingen Mitte",TUJM,8006002,48.524681,8.981736
"Unterjesingen Sandäcker",TUJS,8006003,48.523306,8.988261
Unterkochen,TUK,8005997,48.815008,10.126493
Unterlemnitz,UUTL,8010354,50.469342,11.623841
Unterlenningen,TUL,8005998,48.565255,9.460555
Unterloquitz,UUZ,8013171,50.580446,11.391975
"Unterlüß",HUNL,8006001,52.834315,10.299906
Untermaubach-Schlagstein,KUM,8007822,50.726853,6.460448
"Untermaßfeld",UUM,8013172,50.536633,10.415475
Unterneudorf,DUN,8013173,50.493693,12.97461
"Unterneustädter Kirchplatz, Kassel",FKUNK,716135
Unterreichenbach,TURB,8006008,48.826858,8.711284
"Unterschleißheim",MUSM,8006688,48.2737,11.568628
Untersteinach(Bayr),NUST,8006016,49.968884,11.689862
"Untersteinach(b Stadtsteinach)",NUS,8006017,50.129846,11.528122
Untersulzbach,SUSZ,8006019,49.522537,7.663654
Unterterzen,XSUT,8509416,47.1138559733854,9.25500777054931
Unterwellenborn,UUW,8013174,50.659253,11.435073
Unterwiesenthal,DUW,8013175,50.42776,12.989118
"Unteröwisheim Bf",RUOE,8007140,49.146342,8.668986
"Unteröwisheim M.-Luther-Str.",RUOEL,8079149,49.146484,8.66202
Unzmarkt,XAUM,8100074,47.2009840330424,14.4423186300606
Uphusum,AUP,8006026,54.838594,8.862821
"Urbach(b Schorndorf)",TUA,8006030,48.804956,9.573734
Urft,KURF,8006032,50.512369,6.580173
Urmersbach,SURM,8007357,50.255912,7.13185
Urmitz,KUR,8006035,50.402613,7.509072
"Urmitz Rheinbrücke",KURR,8006036,50.418391,7.527923
Urschalling,MURS,8006037,47.835815,12.33869
Urspring,TURS,8006039,48.550144,9.894569
Usch-Zendscheid,SUZD,8005342,50.102659,6.602947
Usingen,FUSI,8007852,50.330923,8.527254
Uslar,HUS,8006041,51.654481,9.65524
Usquert,ONUQT,8400619,53.4014742,6.6093776
Usseln,FUS,8006043,51.280542,8.67014
"Usti nad Labem hl.n.",XTU,5400019
"Usti nad Labem zapad",XTUZ,5403254
"Usti nad Labem-Strekov",XTUS,5403255
"Utrecht Centraal",XNU,8400621,52.088890075684,5.1102776527405
"Utrecht Leidsche Rijn",PNULR,8400607,52.09896,5.06523
"Utrecht Lunetten",ONUL,8400623,52.06555557251,5.144166469574
"Utrecht Maliebaan",PNAAL,8400027,52.087776184082,4.6577777862549
"Utrecht Overvecht",ONUO,8400620,52.110000610352,5.1247220039368
