CODE POSTAL  VILLE                              CODE PAYS  N° INSEEBUREAU DISTRIBUTEUR
58190        LYS                                100        58150   LYS
58260        LA MACHINE                         100        58151   LA MACHINE
58470        MAGNY COURS                        100        58152   MAGNY COURS
58800        MAGNY LORMES                       100        58153   MAGNY LORMES
58190        LA MAISON DIEU                     100        58154   LA MAISON DIEU
58400        LA MARCHE                          100        58155   LA MARCHE
58210        MARCY                              100        58156   MARCY
58140        MARIGNY L EGLISE                   100        58157   MARIGNY L EGLISE
58240        MARS SUR ALLIER                    100        58158   MARS SUR ALLIER
58800        MARIGNY SUR YONNE                  100        58159   MARIGNY SUR YONNE
58000        MARZY                              100        58160   MARZY
58290        MAUX                               100        58161   MAUX
58410        MENESTREAU                         100        58162   MENESTREAU
58210        MENOU                              100        58163   MENOU
58400        MESVES SUR LOIRE                   100        58164   MESVES SUR LOIRE
58190        METZ LE COMTE                      100        58165   METZ LE COMTE
58140        MHERE                              100        58166   MHERE
58420        MICHAUGUES                         100        58167   MICHAUGUES
58170        MILLAY                             100        58168   MILLAY
58190        MOISSY MOULINOT                    100        58169   MOISSY MOULINOT
58190        MONCEAUX LE COMTE                  100        58170   MONCEAUX LE COMTE
58110        MONTAPAS                           100        58171   MONTAPAS
58250        MONTAMBERT                         100        58172   MONTAMBERT
58250        MONTARON                           100        58173   MONTARON
58700        MONTENOISON                        100        58174   MONTENOISON
58110        MONT ET MARRE                      100        58175   MONT ET MARRE
58130        MONTIGNY AUX AMOGNES               100        58176   MONTIGNY AUX AMOGNES
58120        MONTIGNY EN MORVAN                 100        58177   MONTIGNY EN MORVAN
58340        MONTIGNY SUR CANNE                 100        58178   MONTIGNY SUR CANNE
58800        MONTREUILLON                       100        58179   MONTREUILLON
58230        MONTSAUCHE LES SETTONS             100        58180   MONTSAUCHE LES SETTONS
58420        MORACHES                           100        58181   MORACHES
58290        MOULINS ENGILBERT                  100        58182   MOULINS ENGILBERT
58800        MOURON SUR YONNE                   100        58183   MOURON SUR YONNE
58700        MOUSSY                             100        58184   MOUSSY
58230        MOUX EN MORVAN                     100        58185   MOUX EN MORVAN
58700        MURLIN                             100        58186   MURLIN
58440        MYENNES                            100        58187   MYENNES
58350        NANNAY                             100        58188   NANNAY
58400        NARCY                              100        58189   NARCY
58190        NEUFFONTAINES                      100        58190   NEUFFONTAINES
58420        NEUILLY                            100        58191   NEUILLY
58300        NEUVILLE LES DECIZE                100        58192   NEUVILLE LES DECIZE
58450        NEUVY SUR LOIRE                    100        58193   NEUVY SUR LOIRE
58000        NEVERS                             100        58194   NEVERS
58250        LA NOCLE MAULAIX                   100        58195   LA NOCLE MAULAIX
58700        NOLAY                              100        58196   NOLAY
58190        NUARS                              100        58197   NUARS
58500        OISY                               100        58198   OISY
58370        ONLAY                              100        58199   ONLAY
58500        OUAGNE                             100        58200   OUAGNE
58210        OUDAN                              100        58201   OUDAN
58110        OUGNY                              100        58202   OUGNY
58700        OULON                              100        58203   OULON
58130        OUROUER                            100        58204   OUROUER
58230        OUROUX EN MORVAN                   100        58205   OUROUX EN MORVAN
58210        PARIGNY LA ROSE                    100        58206   PARIGNY LA ROSE
58320        PARIGNY LES VAUX                   100        58207   PARIGNY LES VAUX
58800        PAZY                               100        58208   PAZY
58220        PERROY                             100        58209   PERROY
58230        PLANCHEZ                           100        58210   PLANCHEZ
58170        POIL                               100        58211   POIL
58130        POISEUX                            100        58212   POISEUX
58200        POUGNY                             100        58213   POUGNY
58320        POUGUES LES EAUX                   100        58214   POUGUES LES EAUX
58150        POUILLY SUR LOIRE                  100        58215   POUILLY SUR LOIRE
58140        POUQUES LORMES                     100        58216   POUQUES LORMES
58500        POUSSEAUX                          100        58217   POUSSEAUX
58700        PREMERY                            100        58218   PREMERY
58360        PREPORCHE                          100        58219   PREPORCHE
58400        RAVEAU                             100        58220   RAVEAU
58250        REMILLY                            100        58221   REMILLY
58500        RIX                                100        58222   RIX
58110        ROUY                               100        58223   ROUY
58190        RUAGES                             100        58224   RUAGES
58470        SAINCAIZE MEAUCE                   100        58225   SAINCAIZE MEAUCE
58230        ST AGNAN                           100        58226   ST AGNAN
58310        ST AMAND EN PUISAYE                100        58227   ST AMAND EN PUISAYE
58150        ST ANDELAIN                        100        58228   ST ANDELAIN
58140        ST ANDRE EN MORVAN                 100        58229   ST ANDRE EN MORVAN
58190        ST AUBIN DES CHAUMES               100        58230   ST AUBIN DES CHAUMES
58130        ST AUBIN LES FORGES                100        58231   ST AUBIN LES FORGES
58270        ST BENIN D AZY                     100        58232   ST BENIN D AZY
58330        ST BENIN DES BOIS                  100        58233   ST BENIN DES BOIS
58700        ST BONNOT                          100        58234   ST BONNOT
58230        ST BRISSON                         100        58235   ST BRISSON
58220        STE COLOMBE DES BOIS               100        58236   STE COLOMBE DES BOIS
58190        ST DIDIER                          100        58237   ST DIDIER
58000        ST ELOI                            100        58238   ST ELOI
58270        ST FIRMIN                          100        58239   ST FIRMIN
58330        ST FRANCHY                         100        58240   ST FRANCHY
58300        ST GERMAIN CHASSENAY               100        58241   ST GERMAIN CHASSENAY
58210        ST GERMAIN DES BOIS                100        58242   ST GERMAIN DES BOIS
58340        ST GRATIEN SAVIGNY                 100        58243   ST GRATIEN SAVIGNY
58120        ST HILAIRE EN MORVAN               100        58244   ST HILAIRE EN MORVAN
58300        ST HILAIRE FONTAINE                100        58245   ST HILAIRE FONTAINE
58360        ST HONORE LES BAINS                100        58246   ST HONORE LES BAINS
58270        ST JEAN AUX AMOGNES                100        58247   ST JEAN AUX AMOGNES
58150        ST LAURENT L ABBAYE                100        58248   ST LAURENT L ABBAYE
58120        ST LEGER DE FOUGERET               100        58249   ST LEGER DE FOUGERET
58300        ST LEGER DES VIGNES                100        58250   ST LEGER DES VIGNES
58200        ST LOUP                            100        58251   ST LOUP
58350        ST MALO EN DONZIOIS                100        58252   ST MALO EN DONZIOIS
58330        STE MARIE                          100        58253   STE MARIE
58130        ST MARTIN D HEUILLE                100        58254   ST MARTIN D HEUILLE
58140        ST MARTIN DU PUY                   100        58255   ST MARTIN DU PUY
58150        ST MARTIN SUR NOHAIN               100        58256   ST MARTIN SUR NOHAIN
58330        ST MAURICE                         100        58257   ST MAURICE
58160        ST OUEN SUR LOIRE                  100        58258   ST OUEN SUR LOIRE
58300        ST PARIZE EN VIRY                  100        58259   ST PARIZE EN VIRY
58490        ST PARIZE LE CHATEL                100        58260   ST PARIZE LE CHATEL
58200        ST PERE                            100        58261   ST PERE
58110        ST PEREUSE                         100        58262   ST PEREUSE
58210        ST PIERRE DU MONT                  100        58263   ST PIERRE DU MONT
58240        ST PIERRE LE MOUTIER               100        58264   ST PIERRE LE MOUTIER
58150        ST QUENTIN SUR NOHAIN              100        58265   ST QUENTIN SUR NOHAIN
58420        ST REVERIEN                        100        58266   ST REVERIEN
58330        ST SAULGE                          100        58267   ST SAULGE
58250        ST SEINE                           100        58268   ST SEINE
58270        ST SULPICE                         100        58269   ST SULPICE
58310        ST VERAIN                          100        58270   ST VERAIN
58190        SAIZY                              100        58271   SAIZY
58800        SARDY LES EPIRY                    100        58272   SARDY LES EPIRY
58160        SAUVIGNY LES BOIS                  100        58273   SAUVIGNY LES BOIS
58170        SAVIGNY POIL FOL                   100        58274   SAVIGNY POIL FOL
58330        SAXI BOURDON                       100        58275   SAXI BOURDON
58360        SEMELAY                            100        58276   SEMELAY
58290        SERMAGES                           100        58277   SERMAGES
58000        SERMOISE SUR LOIRE                 100        58278   SERMOISE SUR LOIRE
58700        SICHAMPS                           100        58279   SICHAMPS
58300        SOUGY SUR LOIRE                    100        58280   SOUGY SUR LOIRE
58150        SUILLY LA TOUR                     100        58281   SUILLY LA TOUR
58500        SURGY                              100        58282   SURGY
58420        TACONNAY                           100        58283   TACONNAY
58190        TALON                              100        58284   TALON
58110        TAMNAY EN BAZOIS                   100        58285   TAMNAY EN BAZOIS
58190        TANNAY                             100        58286   TANNAY
58170        TAZILLY                            100        58287   TAZILLY
58190        TEIGNY                             100        58288   TEIGNY
58250        TERNANT                            100        58289   TERNANT
58250        THAIX                              100        58290   THAIX
58260        THIANGES                           100        58291   THIANGES
58110        TINTURY                            100        58292   TINTURY
58300        TOURY LURCY                        100        58293   TOURY LURCY
58240        TOURY SUR JOUR                     100        58294   TOURY SUR JOUR
58150        TRACY SUR LOIRE                    100        58295   TRACY SUR LOIRE
58240        TRESNAY                            100        58296   TRESNAY
58260        TROIS VEVRES                       100        58297   TROIS VEVRES
58400        TRONSANGES                         100        58298   TRONSANGES
58460        TRUCY L ORGUEILLEUX                100        58299   TRUCY L ORGUEILLEUX
58130        URZY                               100        58300   URZY
58290        VANDENESSE                         100        58301   VANDENESSE
58400        VARENNES LES NARCY                 100        58302   VARENNES LES NARCY
58640        VARENNES VAUZELLES                 100        58303   VARENNES VAUZELLES
58210        VARZY                              100        58304   VARZY
58140        VAUCLAIX                           100        58305   VAUCLAIX
58300        VERNEUIL                           100        58306   VERNEUIL
58150        VIELMANAY                          100        58307   VIELMANAY
58190        VIGNOL                             100        58308   VIGNOL
58370        VILLAPOURCON                       100        58309   VILLAPOURCON
58210        VILLIERS LE SEC                    100        58310   VILLIERS LE SEC
58480        VILLE LANGY                        100        58311   VILLE LANGY
58500        VILLIERS SUR YONNE                 100        58312   VILLIERS SUR YONNE
58420        VITRY LACHE                        100        58313   VITRY LACHE
58230        LES SETTONS                        100        58900   MONTSAUCHE LES SETTONS
58110        BAYE                               100        58901   BAZOLLES
58500        BEAUGY                             100        58902   CLAMECY
58150        BOISGIBAULT                        100        58903   TRACY SUR LOIRE
58000        CORCELLES                          100        58904   MARZY
58160        FORGES                             100        58905   SAUVIGNY LES BOIS
58150        MAIZIERES                          100        58906   GARCHY
58490        MOIRY                              100        58907   ST PARIZE LE CHATEL
58500        MOULOT                             100        58908   CLAMECY
58000        PLAGNY                             100        58909   CHALLUY
58240        ST IMBERT                          100        58910   CHANTENAY ST IMBERT
59265        ABANCOURT                          100        59001   ABANCOURT
59215        ABSCON                             100        59002   ABSCON
59149        AIBES                              100        59003   AIBES
59310        AIX                                100        59004   AIX
59251        ALLENNES LES MARAIS                100        59005   ALLENNES LES MARAIS
59144        AMFROIPRET                         100        59006   AMFROIPRET
59194        ANHIERS                            100        59007   ANHIERS
59580        ANICHE                             100        59008   ANICHE
59491        VILLENEUVE D ASCQ                  100        59009   VILLENEUVE D ASCQ
59493        VILLENEUVE D ASCQ                  100        59009   VILLENEUVE D ASCQ
59650        VILLENEUVE D ASCQ                  100        59009   VILLENEUVE D ASCQ
59400        ANNEUX                             100        59010   ANNEUX
59112        ANNOEULLIN                         100        59011   ANNOEULLIN
59186        ANOR                               100        59012   ANOR
59152        ANSTAING                           100        59013   ANSTAING
59410        ANZIN                              100        59014   ANZIN
59151        ARLEUX                             100        59015   ARLEUX
59380        ARMBOUTS CAPPEL                    100        59016   ARMBOUTS CAPPEL
59280        ARMENTIERES                        100        59017   ARMENTIERES
59285        ARNEKE                             100        59018   ARNEKE
59269        ARTRES                             100        59019   ARTRES
59600        ASSEVENT                           100        59021   ASSEVENT
59551        ATTICHES                           100        59022   ATTICHES
59265        AUBENCHEUL AU BAC                  100        59023   AUBENCHEUL AU BAC
59165        AUBERCHICOURT                      100        59024   AUBERCHICOURT
59249        AUBERS                             100        59025   AUBERS
59265        AUBIGNY AU BAC                     100        59026   AUBIGNY AU BAC
59494        AUBRY DU HAINAUT                   100        59027   AUBRY DU HAINAUT
59950        AUBY                               100        59028   AUBY
59310        AUCHY LEZ ORCHIES                  100        59029   AUCHY LEZ ORCHIES
59540        AUDENCOURT                         100        59030   CAUDRY
59570        AUDIGNIES                          100        59031   AUDIGNIES
59300        AULNOY LEZ VALENCIENNES            100        59032   AULNOY LEZ VALENCIENNES
59620        AULNOYE AYMERIES                   100        59033   AULNOYE AYMERIES
59710        AVELIN                             100        59034   AVELIN
59440        AVESNELLES                         100        59035   AVESNELLES
59440        AVESNES SUR HELPE                  100        59036   AVESNES SUR HELPE
59129        AVESNES LES AUBERT                 100        59037   AVESNES LES AUBERT
59296        AVESNES LE SEC                     100        59038   AVESNES LE SEC
59400        AWOINGT                            100        59039   AWOINGT
59138        BACHANT                            100        59041   BACHANT
59830        BACHY                              100        59042   BACHY
59270        BAILLEUL                           100        59043   BAILLEUL
59780        BAISIEUX                           100        59044   BAISIEUX
59132        BAIVES                             100        59045   BAIVES
59470        BAMBECQUE                          100        59046   BAMBECQUE
59266        BANTEUX                            100        59047   BANTEUX
59554        BANTIGNY                           100        59048   BANTIGNY
59266        BANTOUZELLE                        100        59049   BANTOUZELLE
59440        BAS LIEU                           100        59050   BAS LIEU
59480        LA BASSEE                          100        59051   LA BASSEE
59221        BAUVIN                             100        59052   BAUVIN
59570        BAVAY                              100        59053   BAVAY
59670        BAVINCHOVE                         100        59054   BAVINCHOVE
59360        BAZUEL                             100        59055   BAZUEL
59134        BEAUCAMPS LIGNY                    100        59056   BEAUCAMPS LIGNY
59530        BEAUDIGNIES                        100        59057   BEAUDIGNIES
59330        BEAUFORT                           100        59058   BEAUFORT
59540        BEAUMONT EN CAMBRESIS              100        59059   BEAUMONT EN CAMBRESIS
59730        BEAURAIN                           100        59060   BEAURAIN
59550        BEAUREPAIRE SUR SAMBRE             100        59061   BEAUREPAIRE SUR SAMBRE
59740        BEAURIEUX                          100        59062   BEAURIEUX
59157        BEAUVOIS EN CAMBRESIS              100        59063   BEAUVOIS EN CAMBRESIS
59135        BELLAING                           100        59064   BELLAING
59570        BELLIGNIES                         100        59065   BELLIGNIES
59740        BERELLES                           100        59066   BERELLES
59380        BERGUES                            100        59067   BERGUES
59145        BERLAIMONT                         100        59068   BERLAIMONT
59213        BERMERAIN                          100        59069   BERMERAIN
59570        BERMERIES                          100        59070   BERMERIES
59235        BERSEE                             100        59071   BERSEE
59600        BERSILLIES                         100        59072   BERSILLIES
59270        BERTHEN                            100        59073   BERTHEN
59980        BERTRY                             100        59074   BERTRY
59540        BETHENCOURT                        100        59075   BETHENCOURT
59600        BETTIGNIES                         100        59076   BETTIGNIES
59570        BETTRECHIES                        100        59077   BETTRECHIES
59216        BEUGNIES                           100        59078   BEUGNIES
59192        BEUVRAGES                          100        59079   BEUVRAGES
59310        BEUVRY LA FORET                    100        59080   BEUVRY LA FORET
59217        BEVILLERS                          100        59081   BEVILLERS
59380        BIERNE                             100        59082   BIERNE
59380        BISSEZEELE                         100        59083   BISSEZEELE
59173        BLARINGHEM                         100        59084   BLARINGHEM
59554        BLECOURT                           100        59085   BLECOURT
59299        BOESCHEPE                          100        59086   BOESCHEPE
59189        BOESEGHEM                          100        59087   BOESEGHEM
59280        BOIS GRENIER                       100        59088   BOIS GRENIER
59470        BOLLEZEELE                         100        59089   BOLLEZEELE
59910        BONDUES                            100        59090   BONDUES
59190        BORRE                              100        59091   BORRE
59111        BOUCHAIN                           100        59092   BOUCHAIN
59440        BOULOGNE SUR HELPE                 100        59093   BOULOGNE SUR HELPE
59630        BOURBOURG                          100        59094   BOURBOURG
59830        BOURGHELLES                        100        59096   BOURGHELLES
62147        BOURSIES                           100        59097   BOURSIES
59166        BOUSBECQUE                         100        59098   BOUSBECQUE
59222        BOUSIES                            100        59099   BOUSIES
59178        BOUSIGNIES                         100        59100   BOUSIGNIES
59149        BOUSIGNIES SUR ROC                 100        59101   BOUSIGNIES SUR ROC
59217        BOUSSIERES EN CAMBRESIS            100        59102   BOUSSIERES EN CAMBRESIS
59330        BOUSSIERES SUR SAMBRE              100        59103   BOUSSIERES SUR SAMBRE
59168        BOUSSOIS                           100        59104   BOUSSOIS
59870        BOUVIGNIES                         100        59105   BOUVIGNIES
59830        BOUVINES                           100        59106   BOUVINES
59123        BRAY DUNES                         100        59107   BRAY DUNES
59730        BRIASTRE                           100        59108   BRIASTRE
59178        BRILLON                            100        59109   BRILLON
59630        BROUCKERQUE                        100        59110   BROUCKERQUE
59470        BROXEELE                           100        59111   BROXEELE
59860        BRUAY SUR L ESCAUT                 100        59112   BRUAY SUR L ESCAUT
59490        BRUILLE LEZ MARCHIENNES            100        59113   BRUILLE LEZ MARCHIENNES
59199        BRUILLE ST AMAND                   100        59114   BRUILLE ST AMAND
59151        BRUNEMONT                          100        59115   BRUNEMONT
59144        BRY                                100        59116   BRY
59151        BUGNICOURT                         100        59117   BUGNICOURT
59137        BUSIGNY                            100        59118   BUSIGNY
59285        BUYSSCHEURE                        100        59119   BUYSSCHEURE
59190        CAESTRE                            100        59120   CAESTRE
59161        CAGNONCLES                         100        59121   CAGNONCLES
59400        CAMBRAI                            100        59122   CAMBRAI
59133        CAMPHIN EN CAREMBAULT              100        59123   CAMPHIN EN CAREMBAULT
59780        CAMPHIN EN PEVELE                  100        59124   CAMPHIN EN PEVELE
59267        CANTAING SUR ESCAUT                100        59125   CANTAING SUR ESCAUT
59169        CANTIN                             100        59126   CANTIN
59213        CAPELLE                            100        59127   CAPELLE
59160        CAPINGHEM                          100        59128   CAPINGHEM
59242        CAPPELLE EN PEVELE                 100        59129   CAPPELLE EN PEVELE
59630        CAPPELLE BROUCK                    100        59130   CAPPELLE BROUCK
59180        CAPPELLE LA GRANDE                 100        59131   CAPPELLE LA GRANDE
59217        CARNIERES                          100        59132   CARNIERES
59112        CARNIN                             100        59133   CARNIN
59244        CARTIGNIES                         100        59134   CARTIGNIES
59670        CASSEL                             100        59135   CASSEL
59360        LE CATEAU CAMBRESIS                100        59136   LE CATEAU CAMBRESIS
59360        CATILLON SUR SAMBRE                100        59137   CATILLON SUR SAMBRE
59217        CATTENIERES                        100        59138   CATTENIERES
59540        CAUDRY                             100        59139   CAUDRY
59191        CAULLERY                           100        59140   CAULLERY
59400        CAUROIR                            100        59141   CAUROIR
59680        CERFONTAINE                        100        59142   CERFONTAINE
59930        LA CHAPELLE D ARMENTIERES          100        59143   LA CHAPELLE D ARMENTIERES
59230        CHATEAU L ABBAYE                   100        59144   CHATEAU L ABBAYE
59147        CHEMY                              100        59145   CHEMY
59152        CHERENG                            100        59146   CHERENG
59740        CHOISIES                           100        59147   CHOISIES
59740        CLAIRFAYTS                         100        59148   CLAIRFAYTS
59225        CLARY                              100        59149   CLARY
59830        COBRIEUX                           100        59150   COBRIEUX
59680        COLLERET                           100        59151   COLLERET
59560        COMINES                            100        59152   COMINES
59163        CONDE SUR L ESCAUT                 100        59153   CONDE SUR L ESCAUT
59380        COUDEKERQUE                        100        59154   COUDEKERQUE
59210        COUDEKERQUE BRANCHE                100        59155   COUDEKERQUE BRANCHE
59552        COURCHELETTES                      100        59156   COURCHELETTES
59149        COUSOLRE                           100        59157   COUSOLRE
59310        COUTICHES                          100        59158   COUTICHES
59279        CRAYWICK                           100        59159   CRAYWICK
59154        CRESPIN                            100        59160   CRESPIN
59258        CREVECOEUR SUR L ESCAUT            100        59161   CREVECOEUR SUR L ESCAUT
59380        CROCHTE                            100        59162   CROCHTE
59170        CROIX                              100        59163   CROIX
59222        CROIX CALUYAU                      100        59164   CROIX CALUYAU
59553        CUINCY                             100        59165   CUINCY
59990        CURGIES                            100        59166   CURGIES
59554        CUVILLERS                          100        59167   CUVILLERS
59830        CYSOING                            100        59168   CYSOING
59680        DAMOUSIES                          100        59169   DAMOUSIES
59187        DECHY                              100        59170   DECHY
59127        DEHERIES                           100        59171   DEHERIES
59220        DENAIN                             100        59172   DENAIN
59890        DEULEMONT                          100        59173   DEULEMONT
59740        DIMECHAUX                          100        59174   DIMECHAUX
59216        DIMONT                             100        59175   DIMONT
62147        DOIGNIES                           100        59176   DOIGNIES
59440        DOMPIERRE SUR HELPE                100        59177   DOMPIERRE SUR HELPE
59500        DOUAI                              100        59178   DOUAI
59282        DOUCHY LES MINES                   100        59179   DOUCHY LES MINES
59940        LE DOULIEU                         100        59180   LE DOULIEU
59440        DOURLERS                           100        59181   DOURLERS
59630        DRINCHAM                           100        59182   DRINCHAM
59140        DUNKERQUE                          100        59183   DUNKERQUE
59240        DUNKERQUE                          100        59183   DUNKERQUE
59640        DUNKERQUE                          100        59183   DUNKERQUE
59173        EBBLINGHEM                         100        59184   EBBLINGHEM
59176        ECAILLON                           100        59185   ECAILLON
59740        ECCLES                             100        59186   ECCLES
59330        ECLAIBES                           100        59187   ECLAIBES
59620        ECUELIN                            100        59188   ECUELIN
59114        EECKE                              100        59189   EECKE
59600        ELESMES                            100        59190   ELESMES
59127        ELINCOURT                          100        59191   ELINCOURT
59580        EMERCHICOURT                       100        59192   EMERCHICOURT
59320        EMMERIN                            100        59193   EMMERIN
59530        ENGLEFONTAINE                      100        59194   ENGLEFONTAINE
59320        ENGLOS                             100        59195   ENGLOS
59320        ENNETIERES EN WEPPES               100        59196   ENNETIERES EN WEPPES
59710        ENNEVELIN                          100        59197   ENNEVELIN
59132        EPPE SAUVAGE                       100        59198   EPPE SAUVAGE
59169        ERCHIN                             100        59199   ERCHIN
59470        ERINGHEM                           100        59200   ERINGHEM
59320        ERQUINGHEM LE SEC                  100        59201   ERQUINGHEM LE SEC
59193        ERQUINGHEM LYS                     100        59202   ERQUINGHEM LYS
59171        ERRE                               100        59203   ERRE
59213        ESCARMAIN                          100        59204   ESCARMAIN
59124        ESCAUDAIN                          100        59205   ESCAUDAIN
59161        ESCAUDOEUVRES                      100        59206   ESCAUDOEUVRES
59278        ESCAUTPONT                         100        59207   ESCAUTPONT
59320        ESCOBECQUES                        100        59208   ESCOBECQUES
59127        ESNES                              100        59209   ESNES
59470        ESQUELBECQ                         100        59210   ESQUELBECQ
59553        ESQUERCHIN                         100        59211   ESQUERCHIN
59940        ESTAIRES                           100        59212   ESTAIRES
59400        ESTOURMEL                          100        59213   ESTOURMEL
59151        ESTREES                            100        59214   ESTREES
59990        ESTREUX                            100        59215   ESTREUX
59161        ESWARS                             100        59216   ESWARS
59144        ETH                                100        59217   ETH
59219        ETROEUNGT                          100        59218   ETROEUNGT
59295        ETRUN                              100        59219   ETRUN
59155        FACHES THUMESNIL                   100        59220   FACHES THUMESNIL
59300        FAMARS                             100        59221   FAMARS
59310        FAUMONT                            100        59222   FAUMONT
59550        LE FAVRIL                          100        59223   LE FAVRIL
59247        FECHAIN                            100        59224   FECHAIN
59750        FEIGNIES                           100        59225   FEIGNIES
59740        FELLERIES                          100        59226   FELLERIES
59179        FENAIN                             100        59227   FENAIN
59169        FERIN                              100        59228   FERIN
59610        FERON                              100        59229   FERON
59680        FERRIERE LA GRANDE                 100        59230   FERRIERE LA GRANDE
59680        FERRIERE LA PETITE                 100        59231   FERRIERE LA PETITE
59570        LA FLAMENGRIE                      100        59232   LA FLAMENGRIE
59440        FLAUMONT WAUDRECHIES               100        59233   FLAUMONT WAUDRECHIES
59128        FLERS EN ESCREBIEUX                100        59234   FLERS EN ESCREBIEUX
59267        FLESQUIERES                        100        59236   FLESQUIERES
59270        FLETRE                             100        59237   FLETRE
59158        FLINES LES MORTAGNE                100        59238   FLINES LES MORTAGNE
59148        FLINES LEZ RACHES                  100        59239   FLINES LEZ RACHES
59440        FLOURSIES                          100        59240   FLOURSIES
59219        FLOYON                             100        59241   FLOYON
59550        FONTAINE AU BOIS                   100        59242   FONTAINE AU BOIS
59157        FONTAINE AU PIRE                   100        59243   FONTAINE AU PIRE
59400        FONTAINE NOTRE DAME                100        59244   FONTAINE NOTRE DAME
59222        FOREST EN CAMBRESIS                100        59246   FOREST EN CAMBRESIS
59510        FOREST SUR MARQUE                  100        59247   FOREST SUR MARQUE
59430        FORT MARDYCK                       100        59248   FORT MARDYCK
59610        FOURMIES                           100        59249   FOURMIES
59134        FOURNES EN WEPPES                  100        59250   FOURNES EN WEPPES
59530        FRASNOY                            100        59251   FRASNOY
59236        FRELINGHIEN                        100        59252   FRELINGHIEN
59970        FRESNES SUR ESCAUT                 100        59253   FRESNES SUR ESCAUT
59234        FRESSAIN                           100        59254   FRESSAIN
59247        FRESSIES                           100        59255   FRESSIES
59273        FRETIN                             100        59256   FRETIN
59249        FROMELLES                          100        59257   FROMELLES
59242        GENECH                             100        59258   GENECH
59530        GHISSIGNIES                        100        59259   GHISSIGNIES
59254        GHYVELDE                           100        59260   GHYVELDE
59132        GLAGEON                            100        59261   GLAGEON
59270        GODEWAERSVELDE                     100        59262   GODEWAERSVELDE
59169        GOEULZIN                           100        59263   GOEULZIN
59600        GOGNIES CHAUSSEE                   100        59264   GOGNIES CHAUSSEE
59144        GOMMEGNIES                         100        59265   GOMMEGNIES
59147        GONDECOURT                         100        59266   GONDECOURT
59231        GONNELIEU                          100        59267   GONNELIEU
59253        LA GORGUE                          100        59268   LA GORGUE
59231        GOUZEAUCOURT                       100        59269   GOUZEAUCOURT
59244        GRAND FAYT                         100        59270   GRAND FAYT
59760        GRANDE SYNTHE                      100        59271   GRANDE SYNTHE
59153        GRAND FORT PHILIPPE                100        59272   GRAND FORT PHILIPPE
59820        GRAVELINES                         100        59273   GRAVELINES
59360        LA GROISE                          100        59274   LA GROISE
59152        GRUSON                             100        59275   GRUSON
59287        GUESNAIN                           100        59276   GUESNAIN
59570        GUSSIGNIES                         100        59277   GUSSIGNIES
59320        HALLENNES LEZ HAUBOURDIN           100        59278   HALLENNES LEZ HAUBOURDIN
59250        HALLUIN                            100        59279   HALLUIN
59151        HAMEL                              100        59280   HAMEL
59496        HANTAY                             100        59281   HANTAY
59670        HARDIFORT                          100        59282   HARDIFORT
59138        HARGNIES                           100        59283   HARGNIES
59178        HASNON                             100        59284   HASNON
59198        HASPRES                            100        59285   HASPRES
59320        HAUBOURDIN                         100        59286   HAUBOURDIN
59191        HAUCOURT EN CAMBRESIS              100        59287   LIGNY HAUCOURT
59121        HAULCHIN                           100        59288   HAULCHIN
59294        HAUSSY                             100        59289   HAUSSY
59440        HAUT LIEU                          100        59290   HAUT LIEU
59330        HAUTMONT                           100        59291   HAUTMONT
59255        HAVELUY                            100        59292   HAVELUY
59660        HAVERSKERQUE                       100        59293   HAVERSKERQUE
59265        HAYNECOURT                         100        59294   HAYNECOURT
59190        HAZEBROUCK                         100        59295   HAZEBROUCK
59530        HECQ                               100        59296   HECQ
59171        HELESMES                           100        59297   HELESMES
59260        HELLEMMES LILLE                    100        59298   HELLEMMES LILLE
59510        HEM                                100        59299   HEM
59247        HEM LENGLET                        100        59300   HEM LENGLET
59199        HERGNIES                           100        59301   HERGNIES
59195        HERIN                              100        59302   HERIN
59134        HERLIES                            100        59303   HERLIES
59147        HERRIN                             100        59304   HERRIN
59470        HERZEELE                           100        59305   HERZEELE
59740        HESTRUD                            100        59306   HESTRUD
59143        HOLQUE                             100        59307   HOLQUE
59190        HONDEGHEM                          100        59308   HONDEGHEM
59122        HONDSCHOOTE                        100        59309   HONDSCHOOTE
59570        HON HERGIES                        100        59310   HON HERGIES
59980        HONNECHY                           100        59311   HONNECHY
59266        HONNECOURT SUR ESCAUT              100        59312   HONNECOURT SUR ESCAUT
59111        HORDAIN                            100        59313   HORDAIN
59171        HORNAING                           100        59314   HORNAING
59570        HOUDAIN LEZ BAVAY                  100        59315   HOUDAIN LEZ BAVAY
59263        HOUPLIN ANCOISNE                   100        59316   HOUPLIN ANCOISNE
59116        HOUPLINES                          100        59317   HOUPLINES
59470        HOUTKERQUE                         100        59318   HOUTKERQUE
59492        HOYMILLE                           100        59319   HOYMILLE
59480        ILLIES                             100        59320   ILLIES
59540        INCHY                              100        59321   INCHY
59141        IWUY                               100        59322   IWUY
59144        JENLAIN                            100        59323   JENLAIN
59460        JEUMONT                            100        59324   JEUMONT
59530        JOLIMETZ                           100        59325   JOLIMETZ
59122        KILLEM                             100        59326   KILLEM
59167        LALLAING                           100        59327   LALLAING
59130        LAMBERSART                         100        59328   LAMBERSART
59552        LAMBRES LEZ DOUAI                  100        59329   LAMBRES LEZ DOUAI
59310        LANDAS                             100        59330   LANDAS
