release,date,author,status,maturity,version,first,distribution,abstract
weblint-1.017,1996-07-04T17:50:00,NEILB,backpan,released,1.017,,weblint,
weblint-1.016,1996-07-04T17:50:00,NEILB,backpan,released,1.016,,weblint,
weblint,1996-07-05T09:14:00,NEILB,backpan,released,0,1,weblint,
p9p0.13,1996-07-05T16:06:11,LUTHERH,cpan,released,0.13,,p9p,"Plan 9-specific documentation for Perl"
PodParse,1996-07-05T17:10:28,KJALB,backpan,released,0,1,PodParse,"Perl predefined variables"
PodParse-0.1,1996-07-05T17:24:37,KJALB,backpan,released,0.1,,PodParse,"Perl predefined variables"
p9p0.16,1996-07-06T14:58:05,LUTHERH,cpan,released,0.16,,p9p,"Plan 9-specific documentation for Perl"
Devel-CoreStack-1.3,1996-07-07T19:35:40,ADESC,latest,released,1.3,1,Devel-CoreStack,"try to generate a stack dump from a core file"
Test-Harness-1.11,1996-07-08T16:38:06,ANDK,backpan,released,1.11,,Test-Harness,"run perl standard test scripts with statistics"
Test-Harness-1.12,1996-07-08T21:42:04,ANDK,backpan,released,1.12,,Test-Harness,"run perl standard test scripts with statistics"
MIME-parser-1.12,1996-07-09T02:17:20,ERYQ,backpan,released,1.12,,MIME-parser,"class for parsed-and-decoded MIME message"
MailFolder-0.01,1996-07-09T07:54:58,KJOHNSON,backpan,released,0.01,1,MailFolder,"A folder-independant interface to email folders."
PodParse-0.02,1996-07-09T21:29:07,KJALB,backpan,released,0.02,1,PodParse,"Perl predefined variables"
DBD-Oracle-0.36,1996-07-10T00:45:00,TIMB,backpan,released,0.36,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
DBI-0.71,1996-07-10T00:49:00,TIMB,backpan,released,0.71,,DBI,
Math-Matrix-0.2,1996-07-10T16:25:00,ULPFR,cpan,released,0.2,,Math-Matrix,"Multiply and invert Matrices"
SortVersions-1.1,1996-07-11T14:24:58,KJALB,cpan,released,1.1,1,SortVersions,"a perl 5 module for sorting of revision-like numbers"
PodParse-0.03,1996-07-11T23:29:43,KJALB,backpan,released,0.03,,PodParse,"Perl predefined variables"
Curses-DevKit-4.8,1996-07-12T05:10:22,GLOVER,cpan,released,4.8,1,Curses-DevKit,
Tie-Watch-0.94,1996-07-12T19:02:09,LUSOL,backpan,released,0.94,,Tie-Watch,"place watchpoints on Perl variables."
Business-CreditCard-0.1,1996-07-12T21:54:36,JONO,cpan,released,0.1,1,Business-CreditCard,"Validate/generate credit card checksums/names"
ExtUtils-embed-1.06,1996-07-14T23:38:53,DOUGM,backpan,released,1.06,,ExtUtils-embed,"Utilities for embedding Perl in C/C++ applications"
mod_perl-0.70b1,1996-07-14T23:39:07,DOUGM,backpan,released,0.70,,mod_perl,"Perl interface to the Apache server API"
conference_2.2,1996-07-15T13:57:45,RBOW,backpan,released,2.2,,conference,
HTML-Stream-1.19,1996-07-16T03:52:56,ERYQ,backpan,released,1.19,1,HTML-Stream,"HTML output stream class, and some markup utilities"
conference_2.3,1996-07-16T14:42:10,RBOW,backpan,released,2.3,,conference,
Wais-2.112,1996-07-16T14:57:00,ULPFR,backpan,released,2.112,,Wais,"access to freeWAIS-sf libraries"
MailFolder-0.02,1996-07-17T01:52:23,KJOHNSON,backpan,released,0.02,,MailFolder,"A folder-independant interface to email folders."
GD-1.01,1996-07-17T10:16:00,LDS,backpan,released,1.01,,GD,"Interface to Gd Graphics Library"
cons_1.0,1996-07-17T22:54:31,BOBSIDE,backpan,released,1.0,1,cons,
DateManip-5.03,1996-07-19T15:08:31,SBECK,backpan,released,5.03,,DateManip,"powerful date manipulation routines"
MsqlPerl-1.10,1996-07-20T02:49:19,ANDK,backpan,released,1.10,,MsqlPerl,"interactive shell with readline for msql"
jeffrey.perl,1996-07-21T15:00:38,JFRIEDL,cpan,released,0,1,jeffrey.perl,
ExtUtils-Embed-1.07,1996-07-22T01:18:19,DOUGM,backpan,released,1.07,1,ExtUtils-Embed,"Utilities for embedding Perl in C/C++ applications"
Wais-2.113,1996-07-22T13:56:00,ULPFR,backpan,released,2.113,,Wais,"access to freeWAIS-sf libraries"
gettext-1.00,1996-07-22T18:40:26,PVANDRY,cpan,released,1.00,1,gettext,"message handling functions"
File-BasicFLock-96.072401,1996-07-24T08:14:00,MUIR,backpan,released,96.072401,1,File-BasicFLock,"file locking with flock"
HTML-Stream-1.24,1996-07-24T23:58:44,ERYQ,backpan,released,1.24,,HTML-Stream,"HTML output stream class, and some markup utilities"
MIME-parser-1.13,1996-07-25T00:02:22,ERYQ,backpan,released,1.13,,MIME-parser,"class for parsed-and-decoded MIME message"
IO-1.09,1996-07-26T08:49:37,GBARR,backpan,released,1.09,,IO,"supply object methods for filehandles"
DBD-Oracle-0.37,1996-07-26T19:19:00,TIMB,backpan,released,0.37,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
mod_perl-0.76b1,1996-07-26T20:39:23,DOUGM,backpan,released,0.76,,mod_perl,"Perl interface to the Apache server API"
Tie-Watch-0.95,1996-07-27T21:39:51,LUSOL,backpan,released,0.95,,Tie-Watch,"place watchpoints on Perl variables."
TimeDate-1.05,1996-07-31T06:46:43,GBARR,backpan,released,1.05,,TimeDate,"miscellaneous timezone manipulations routines"
DateManip-5.04,1996-08-01T18:14:02,SBECK,backpan,released,5.04,,DateManip,"powerful date manipulation routines"
libwww-perl-5.01,1996-08-02T16:38:58,GAAS,backpan,released,5.01,,libwww-perl,"libwww-perl cookbook"
MailFolder-0.03,1996-08-03T17:40:55,KJOHNSON,backpan,released,0.03,,MailFolder,"A folder-independant interface to email folders."
Data-Flow-0.04,1996-08-04T22:18:00,ILYAZ,cpan,released,0.04,1,Data-Flow,"Perl extension for simple-minded recipe-controlled build of data."
C-Scan-0.2,1996-08-05T01:57:00,ILYAZ,backpan,released,0.2,1,C-Scan,"scan C language files for easily recognized constructs."
GetoptLong-2.4b1,1996-08-05T09:15:03,JV,backpan,released,2.4,,GetoptLong,"extended processing of command line options"
Wais-2.114,1996-08-05T14:16:00,ULPFR,backpan,released,2.114,,Wais,"access to freeWAIS-sf libraries"
Win32odbc_v960722,1996-08-06T02:45:38,DAVEROTH,backpan,released,v960722,,Win32odbc,
CGI.pm-2.22,1996-08-07T09:24:00,LDS,backpan,released,2.22,,CGI,"Simple Common Gateway Interface Class"
Image-Size-1.0,1996-08-07T16:20:58,RJRAY,backpan,released,1.0,1,Image-Size,
PodFilter-0.01,1996-08-08T05:02:42,BRADAPP,backpan,released,0.01,1,PodFilter,"print selected sections of pod documentation on standard output"
PodUsage-0.01,1996-08-08T05:04:22,BRADAPP,backpan,released,0.01,1,PodUsage,
PodPlainText-0.01,1996-08-08T05:04:25,BRADAPP,backpan,released,0.01,1,PodPlainText,"function to convert POD data to formatted ASCII text"
Wais-2.115,1996-08-08T05:16:00,ULPFR,backpan,released,2.115,,Wais,"access to freeWAIS-sf libraries"
perl5.003_02a,1996-08-08T23:13:50,NI-S,backpan,developer,5.003_02,,perl,"access Perl configuration information"
IniConf.pm-0.91,1996-08-09T20:29:33,SHUTTON,backpan,released,0.91,1,IniConf,"A Module for reading .ini-style configuration files"
pod2ps-1.0.1,1996-08-09T20:45:26,JPRAVETZ,cpan,released,v1.0.1,1,pod2ps,
perl5.003_02,1996-08-10T19:07:27,NI-S,backpan,released,5.003_02,,perl,"access Perl configuration information"
GetoptLong-2.4b2,1996-08-10T19:49:37,JV,backpan,released,2.4,,GetoptLong,"extended processing of command line options"
LibA2-0.002,1996-08-13T04:45:32,CJM,backpan,released,0.002,1,LibA2,
MailTools-1.06,1996-08-13T09:42:17,GBARR,backpan,released,1.06,,MailTools,"mail utility functions"
CGI.pm-2.23,1996-08-14T08:17:00,LDS,backpan,released,2.23,,CGI,"Simple Common Gateway Interface Class"
MD5-1.7,1996-08-14T11:17:44,NWINT,cpan,released,1.7,,MD5,"Perl interface to the RSA Data Security Inc. MD5 Message-Digest Algorithm"
CGI-Out-96.081401,1996-08-14T14:46:00,MUIR,backpan,released,96.081401,,CGI-Out,"buffer output when building CGI programs"
PGP-0.3a,1996-08-14T19:41:51,GEHIC,latest,released,0.3,,PGP,"perl module to work with PGP messages"
iodbc_ext_0_1,1996-08-15T20:39:19,JMAHAN,latest,released,0_1,1,iodbc_ext,"Perl extension for the iODBC API"
PodSimplify-0.04,1996-08-16T19:14:10,KJALB,latest,released,0.04,1,PodSimplify,"Perl predefined variables"
DBD-DB2-0.60,1996-08-16T20:49:34,MHM,backpan,released,0.60,,DBD-DB2,
CGI-XA-0.22301-alpha,1996-08-17T22:23:11,ANDK,backpan,released,0.22301,1,CGI-XA,"Make things work with CGI.pm against Perl-Apache API"
CGI-XA-0.22302-alpha,1996-08-18T15:47:28,ANDK,backpan,released,0.22302,,CGI-XA,"Clone of CGI.pm with less backwards compatibility and less namespace pollution"
CGI-XA-0.22303-alpha,1996-08-19T14:02:22,ANDK,backpan,released,0.22303,,CGI-XA,"Clone of CGI.pm with less backwards compatibility and less namespace pollution"
Wais-2.116,1996-08-19T15:39:00,ULPFR,cpan,released,2.116,,Wais,"access to freeWAIS-sf libraries"
PodParser-1.00,1996-08-19T23:13:15,BRADAPP,cpan,released,1.00,1,PodParser,"print usage messages from embedded pod docs in files"
DCE-Perl-0.11,1996-08-20T13:49:25,DOUGM,backpan,released,0.11,1,DCE-Perl,"Misc UUID functions"
CGI.pm-2.24,1996-08-21T09:09:00,LDS,backpan,released,2.24,,CGI,"Simple Common Gateway Interface Class"
Compiler-a2,1996-08-22T14:30:00,MICB,backpan,released,0,1,Compiler,
Sort-PolySort-0.12,1996-08-24T08:09:53,DMACKS,backpan,released,0.12,1,Sort-PolySort,"general rules-based sorting of lists"
Data-Dumper-2.03b,1996-08-26T14:36:59,GSAR,backpan,released,2.03,,Data-Dumper,"public release history for Data::Dumper"
MLDBM-1.22,1996-08-26T14:38:48,GSAR,backpan,released,1.22,,MLDBM,"store multi-level hash structure in single level tied hash"
News-Newsrc-1.02,1996-08-26T14:54:41,SWMCD,backpan,released,1.02,,News-Newsrc,"manage newsrc files"
Penguin-Easy-1.1,1996-08-27T21:08:20,JDUNCAN,latest,released,1.1,1,Penguin-Easy,"provides easy access to Penguin module."
perl5.003_03,1996-08-28T16:43:47,ANDYD,backpan,released,5.003_03,,perl,"access Perl configuration information"
Data-Dumper-2.04b,1996-08-28T20:11:49,GSAR,backpan,released,2.04,,Data-Dumper,"public release history for Data::Dumper"
Tk-b12,1996-08-29T00:19:01,NI-S,backpan,released,0,1,Tk,"Use MakeMaker's uninstalled version of a package"
Parallel-Pvm-1.0,1996-08-29T00:21:45,EWALKER,cpan,released,1.0,1,Parallel-Pvm,"Perl extension for the Parallel Virtual Machine (PVM) Message Passing System"
Text-Tabs+Wrap-96.082801,1996-08-29T06:10:00,MUIR,backpan,released,96.082801,,Text-Tabs+Wrap,"expand and unexpand tabs per the unix expand(1) and unexpand(1)"
mvend200,1996-08-30T03:29:13,MIKEH,backpan,released,200,,mvend,"verify that a credit card number is valid and not expired"
gen_tree-1.0,1996-08-31T21:16:43,STBEY,backpan,released,1.0,1,gen_tree,
gen_tree-1.1,1996-09-01T12:31:55,STBEY,backpan,released,1.1,,gen_tree,
Time-modules-96.090101,1996-09-02T02:33:00,MUIR,backpan,released,96.090101,,Time-modules,"simply report the number of days in a month"
Text-Tabs+Wrap-96.090101,1996-09-02T02:37:00,MUIR,backpan,released,96.090101,,Text-Tabs+Wrap,"line wrapping to form simple paragraphs"
Compiler-a3,1996-09-02T14:04:00,MICB,backpan,released,0,1,Compiler,"Generates cross reference reports for Perl programs"
Bundle-PleaseIgnore-0.01,1996-09-02T22:49:35,ANDK,backpan,released,0.01,1,Bundle-PleaseIgnore,"Dummy Package to form a bundle"
perl5.003_04,1996-09-02T23:25:30,ANDYD,backpan,released,5.003_04,,perl,"access Perl configuration information"
MakeMaker-5.38,1996-09-03T22:04:35,ANDK,backpan,released,5.38,,MakeMaker,"methods to override UN*X behaviour in ExtUtils::MakeMaker"
gen_tree-1.2,1996-09-04T18:47:54,STBEY,backpan,released,1.2,,gen_tree,
Image-Size-1.1,1996-09-05T00:18:36,RJRAY,backpan,released,1.1,,Image-Size,"read the dimensions of an image in several popular formats"
libnet-1.01,1996-09-05T07:03:36,GBARR,backpan,released,1.01,,libnet,"OO interface to users netrc file"
AtExit-1.02,1996-09-05T19:25:21,BRADAPP,cpan,released,1.02,1,AtExit,"Register a subroutine to be invoked at program-exit time."
C-Scan-0.3,1996-09-06T07:43:00,ILYAZ,backpan,released,0.3,,C-Scan,"scan C language files for easily recognized constructs."
Image-Size-1.2,1996-09-06T15:50:57,RJRAY,backpan,released,1.2,,Image-Size,
Tk400.200,1996-09-07T01:08:44,NI-S,backpan,released,400.200,,Tk,"Use MakeMaker's uninstalled version of a package"
GD-1.10,1996-09-07T16:53:00,LDS,backpan,released,1.10,,GD,"Interface to Gd Graphics Library"
eperl-1.4,1996-09-08T09:22:26,RSE,backpan,released,1.4,1,eperl,
MsqlPerl-1.11,1996-09-08T13:46:13,ANDK,backpan,released,1.11,,MsqlPerl,"interactive shell with readline for msql"
mvend201,1996-09-08T17:53:49,MIKEH,backpan,released,201,,mvend,"verify that a credit card number is valid and not expired"
mod_perl-0.81,1996-09-08T22:13:32,DOUGM,backpan,released,0.81,,mod_perl,"Perl interface to the Apache server API"
GD-1.11,1996-09-09T10:37:00,LDS,backpan,released,1.11,,GD,"Interface to Gd Graphics Library"
DBD-Informix-0.22,1996-09-09T19:27:00,ADESC,backpan,released,0.22,,DBD-Informix,
GD-1.12,1996-09-10T12:04:00,LDS,backpan,released,1.12,,GD,"Interface to Gd Graphics Library"
CGI.pm-2.25,1996-09-10T14:23:00,LDS,backpan,released,2.25,,CGI,"Simple Common Gateway Interface Class"
CPAN-0.17-alpha,1996-09-10T17:13:59,ANDK,backpan,released,0.17,1,CPAN,"query, download and build perl modules from CPAN sites"
DBD-Informix-0.23,1996-09-10T17:57:00,ADESC,backpan,released,0.23,,DBD-Informix,
CPAN-0.20-alpha,1996-09-10T20:51:00,ANDK,backpan,released,0.20,,CPAN,"query, download and build perl modules from CPAN sites"
Term-ReadLine-0.92,1996-09-11T06:40:00,ILYAZ,backpan,released,0.92,,Term-ReadLine,"Perl interface to various readline packages. If no real package is found, substitutes stubs instead of basic functions."
GD-1.13,1996-09-11T07:27:00,LDS,backpan,released,1.13,,GD,"Interface to Gd Graphics Library"
IO-1.10,1996-09-11T11:26:42,GBARR,backpan,released,1.10,,IO,"supply seek based methods for I/O objects"
libwww-perl-5.02,1996-09-11T16:19:57,GAAS,backpan,released,5.02,,libwww-perl,"libwww-perl cookbook"
CPAN-0.26a,1996-09-12T05:53:35,ANDK,backpan,released,0.26,,CPAN,"query, download and build perl modules from CPAN sites"
IO-1.11,1996-09-12T06:17:31,GBARR,backpan,released,1.11,,IO,"supply seek based methods for I/O objects"
CPAN-0.27a,1996-09-12T14:01:39,ANDK,backpan,released,0.27,,CPAN,"query, download and build perl modules from CPAN sites"
GD-1.14,1996-09-12T16:11:00,LDS,backpan,released,1.14,,GD,"Interface to Gd Graphics Library"
perl5.003_05,1996-09-12T20:10:42,ANDYD,backpan,released,5.003_05,,perl,"access Perl configuration information"
IO-1.11-1,1996-09-13T10:36:45,GBARR,backpan,released,1.11,,IO,"load various IO modules"
OS2-SoftInstaller-0.01,1996-09-14T01:13:00,ILYAZ,cpan,released,0.01,1,OS2-SoftInstaller,"Perl extension for generation of daughter packages for IBM's Software Installer."
Logfile-0.114,1996-09-16T06:05:00,ULPFR,backpan,released,0.114,,Logfile,"Perl extension for generating reports from logfiles"
GetoptLong-2.4b3,1996-09-16T18:49:58,JV,backpan,released,2.4,,GetoptLong,"skeleton for GetOpt::Long and Pod::Usage"
CPAN-0.28a,1996-09-16T20:18:59,ANDK,backpan,released,0.28,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.29a,1996-09-17T17:14:51,ANDK,backpan,released,0.29,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.30a,1996-09-19T05:24:17,ANDK,backpan,released,0.30,,CPAN,"query, download and build perl modules from CPAN sites"
IO-1.12,1996-09-19T07:20:04,GBARR,backpan,released,1.12,,IO,"load various IO modules"
CPAN-0.31a,1996-09-20T10:40:01,ANDK,backpan,released,0.31,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.35a,1996-09-22T19:30:33,ANDK,backpan,released,0.35,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.36a,1996-09-23T12:55:23,ANDK,backpan,released,0.36,,CPAN,"query, download and build perl modules from CPAN sites"
CPAN-0.37a,1996-09-23T14:05:44,ANDK,backpan,released,0.37,,CPAN,"query, download and build perl modules from CPAN sites"
DBD-Oracle-0.38,1996-09-23T16:26:00,TIMB,backpan,released,0.38,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
DBI-0.72,1996-09-23T16:33:00,TIMB,backpan,released,0.72,,DBI,
DBD-Oracle-0.39,1996-09-23T18:07:00,TIMB,backpan,released,0.39,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
FCGI-0.25,1996-09-25T17:48:57,SKIMO,backpan,released,0.25,1,FCGI,
DBD-Informix-0.24,1996-09-26T14:46:00,ADESC,backpan,released,0.24,1,DBD-Informix,
Net-Ping-2.02,1996-09-27T04:36:18,RMOSE,cpan,released,2.02,,Net-Ping,"check a remote host for reachability"
CPAN-0.39a,1996-09-27T12:52:07,ANDK,backpan,released,0.39,,CPAN,"query, download and build perl modules from CPAN sites"
SyslogScan-0.21,1996-09-27T14:22:49,RHNELSON,cpan,released,0.21,1,SyslogScan,"Summarizes amount of mail routed through host, sorted by e-mail address"
checkbot-1.39,1996-09-28T14:17:36,JJDG,backpan,released,1.39,1,checkbot,"WWW Link Verifier"
MethodMaker-0.9,1996-09-28T19:57:12,PSEIBEL,cpan,released,0.9,1,MethodMaker,"a module for creating generic methods"
CPAN-0.40a,1996-09-28T20:51:31,ANDK,backpan,released,0.40,,CPAN,"query, download and build perl modules from CPAN sites"
NNML-1.04,1996-09-30T16:01:00,ULPFR,backpan,released,1.04,1,NNML,"update an nntp server with respect to another server"
libwww-perl-5.03,1996-09-30T22:58:37,GAAS,backpan,released,5.03,,libwww-perl,"libwww-perl cookbook"
Wais-2.117,1996-10-01T05:15:00,ULPFR,cpan,released,2.117,,Wais,"access to freeWAIS-sf libraries"
NNML-1.05,1996-10-01T05:31:00,ULPFR,backpan,released,1.05,,NNML,"update an nntp server with respect to another server"
CPAN-0.41a,1996-10-01T21:14:27,ANDK,backpan,released,0.41,,CPAN,"query, download and build perl modules from CPAN sites"
NNML-1.06,1996-10-02T17:21:00,ULPFR,backpan,released,1.06,,NNML,"update an nntp server with respect to another server"
DProf-19960930,1996-10-02T18:05:49,DMR,cpan,released,19960930,,DProf,"a Perl code profiler"
GetoptLong-2.4,1996-10-02T21:18:25,JV,backpan,released,2.4,,GetoptLong,"skeleton for GetOpt::Long and Pod::Usage"
Time-modules-96.100201,1996-10-03T05:26:00,MUIR,backpan,released,96.100201,,Time-modules,"simply report the number of days in a month"
mod_perl-0.83_02,1996-10-04T15:50:31,DOUGM,backpan,developer,0.83_02,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
WebMirror-1.0,1996-10-04T17:22:57,FLEITNER,cpan,released,1.0,1,WebMirror,"Simple WWW mirror program"
Mirror-1.0,1996-10-04T17:26:12,FLEITNER,cpan,released,1.0,1,Mirror,"Simple FTP mirror program"
DBD-DB2-0.61,1996-10-07T19:02:30,MHM,backpan,released,0.61,,DBD-DB2,
NNML-1.07,1996-10-08T05:52:00,ULPFR,backpan,released,1.07,,NNML,"update an nntp server with respect to another server"
plinstal,1996-10-08T07:36:00,ILYAZ,backpan,released,0,1,plinstal,
plinstl0,1996-10-08T07:40:00,ILYAZ,backpan,released,0,1,plinstl,
plreadme,1996-10-08T07:40:00,ILYAZ,backpan,released,0,1,plreadme,
plINSTAL,1996-10-08T07:59:00,ILYAZ,backpan,released,0,1,plINSTAL,
perl5.003_06,1996-10-08T21:59:27,ANDYD,backpan,released,5.003_06,,perl,"access Perl configuration information"
mod_perl-0.83_03,1996-10-09T07:10:24,DOUGM,backpan,developer,0.83_03,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
perlpdf-5.003_06,1996-10-10T05:18:45,BMIDD,backpan,developer,5.003_06,,perlpdf,
perl5.003_07,1996-10-11T03:39:44,ANDYD,backpan,released,5.003_07,,perl,"access Perl configuration information"
mod_perl-0.83_04,1996-10-14T03:46:54,DOUGM,backpan,developer,0.83_04,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
DBD-Oracle-0.40,1996-10-15T00:55:00,TIMB,backpan,released,0.40,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
DBI-0.73,1996-10-15T00:58:00,TIMB,backpan,released,0.73,,DBI,
mod_perl-0.83_05,1996-10-15T13:34:22,DOUGM,backpan,developer,0.83_05,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
DateManip-5.05,1996-10-15T16:01:21,SBECK,backpan,released,5.05,,DateManip,"date manipulation routines"
FCGI-0.26,1996-10-15T21:51:06,SKIMO,backpan,released,0.26,,FCGI,
PDL1.00alpha_release,1996-10-16T04:06:22,KGB,backpan,released,1.00,1,PDL,
Net_SSLeay.pm-0.04,1996-10-16T05:12:31,SAMPO,cpan,released,0.04,1,Net_SSLeay,"Perl extension for using Eric Young's implementation of SSL"
gen_tree-2.1,1996-10-16T14:48:22,STBEY,backpan,released,2.1,,gen_tree,
Parallel-Pvm-1.1,1996-10-16T16:19:25,EWALKER,cpan,released,1.1,,Parallel-Pvm,"Perl extension for the Parallel Virtual Machine (PVM) Message Passing System"
bio_lib.pl.1.3,1996-10-17T01:48:13,JONG,backpan,released,1.3,1,bio_lib.pl,
mod_perl-0.83_06,1996-10-17T03:48:27,DOUGM,backpan,developer,0.83_06,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
NNML-1.08,1996-10-17T09:27:00,ULPFR,backpan,released,1.08,,NNML,"update an nntp server with respect to another server"
OS2-Attrib-0.002,1996-10-17T19:12:57,CJM,backpan,released,0.002,1,OS2-Attrib,"Get or set OS/2 file attributes"
fetch_1.1,1996-10-18T03:10:19,JONG,backpan,released,1.1,,fetch,
MIME-tools-2.01a,1996-10-18T13:57:11,ERYQ,backpan,released,2.01,1,MIME-tools,"modules for parsing (and creating!) MIME entities"
Time-HiRes-01.01,1996-10-18T14:02:06,DEWEG,backpan,released,01.01,,Time-HiRes,"Perl extension for ualarm, usleep, and gettimeofday"
mod_perl-0.83_07,1996-10-18T22:18:01,DOUGM,backpan,developer,0.83_07,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
Win32_AdminMisc_v961016,1996-10-20T00:06:39,DAVEROTH,cpan,released,v961016,1,Win32_AdminMisc,"manage network groups and users in perl"
Win32_gd_v961016,1996-10-20T00:08:20,DAVEROTH,cpan,released,v961016,1,Win32_gd,"Interface to Gd Graphics Library"
Win32odbc_v961017,1996-10-20T00:10:03,DAVEROTH,backpan,released,v961017,1,Win32odbc,
PDL1.00_alpha_release,1996-10-20T08:43:46,KGB,backpan,released,1.00_,1,PDL,
mod_perl-0.83_09,1996-10-21T01:37:29,DOUGM,backpan,developer,0.83_09,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
File-Cmp-0.03,1996-10-21T16:35:33,JNH,backpan,released,0.03,1,File-Cmp,"compare files"
libwww-perl-5.04,1996-10-22T10:39:33,GAAS,backpan,released,5.04,,libwww-perl,"libwww-perl cookbook"
CGI.pm-2.26,1996-10-22T11:17:00,LDS,backpan,released,2.26,,CGI,"Simple Common Gateway Interface Class"
VRML-0.85,1996-10-22T11:52:36,HPALM,backpan,released,0.85,1,VRML,"implements VRML primitives and extensions"
MIME-tools-2.02a,1996-10-23T19:20:59,ERYQ,backpan,released,2.02,,MIME-tools,"modules for parsing (and creating!) MIME entities"
WWW-Search-1.002,1996-10-23T21:59:11,JOHNH,backpan,released,1.002,1,WWW-Search,"Virtual base class for WWW searches"
CGI.pm-2.27,1996-10-24T18:21:00,LDS,backpan,released,2.27,,CGI,"Simple Common Gateway Interface Class"
mod_perl-0.83_10,1996-10-25T14:09:06,DOUGM,backpan,developer,0.83_10,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
5.003_07-2.U,1996-10-25T15:17:56,ANDYD,backpan,released,0,1,5.003_07-2.U,"Perl interface to IEEE Std 1003.1"
DateManip-5.06,1996-10-25T20:04:00,SBECK,backpan,released,5.06,,DateManip,"date manipulation routines"
Win32odbc_v961025,1996-10-26T04:38:49,DAVEROTH,cpan,released,v961025,,Win32odbc,
pg95perl5-1.3.1,1996-10-26T12:09:29,MERGL,backpan,released,v1.3.1,,pg95perl5,"Perl extension for Postgres95"
File-PathConvert-0.1,1996-10-27T16:59:27,SHIGIO,cpan,released,0.1,1,File-PathConvert,"make an canonicalized absolute path name"
mod_perl-0.84,1996-10-28T00:01:00,DOUGM,backpan,released,0.84,,mod_perl,"Make things work with CGI.pm against Perl-Apache API"
FreezeThaw-0.3,1996-10-28T11:14:00,ILYAZ,cpan,released,0.3,1,FreezeThaw,"converting Perl structures to strings and back."
MIME-tools-2.03,1996-10-28T18:27:36,ERYQ,backpan,released,2.03,,MIME-tools,"modules for parsing (and creating!) MIME entities"
DBD-Oracle-0.43,1996-10-29T17:32:00,TIMB,backpan,released,0.43,,DBD-Oracle,"Perl access to Oracle databases for old oraperl scripts"
MsqlCGI-0.8,1996-10-29T17:58:24,ALTITUDE,latest,released,0.8,1,MsqlCGI,
WWW-Search-1.004,1996-10-31T01:59:01,JOHNH,backpan,released,1.004,,WWW-Search,"Virtual base class for WWW searches"
Filter-1.11,1996-10-31T17:01:32,PMQS,cpan,released,1.11,,Filter,"template for a decrypt source filter"
MIME-tools-2.04,1996-11-03T00:35:36,ERYQ,backpan,released,2.04,,MIME-tools,"modules for parsing (and creating!) MIME entities"
PDL-PP-0.001,1996-11-03T00:51:53,LUKKA,backpan,released,0.001,1,PDL-PP,"Generate PDL routines from concise descriptions"
PDL-PP-0.003,1996-11-04T02:10:24,LUKKA,backpan,released,0.003,,PDL-PP,"Generate PDL routines from concise descriptions"
PDL-PP-0.004,1996-11-04T06:41:27,LUKKA,backpan,released,0.004,,PDL-PP,"Generate PDL routines from concise descriptions"
PDL-Slatec-0.001,1996-11-04T06:41:30,LUKKA,backpan,released,0.001,1,PDL-Slatec,
NNML-1.09,1996-11-05T16:29:00,ULPFR,backpan,released,1.09,,NNML,"update an nntp server with respect to another server"
Wais-2.200,1996-11-05T17:27:00,ULPFR,cpan,released,2.200,,Wais,"access to freeWAIS-sf libraries"
mvend202,1996-11-05T19:12:28,MIKEH,backpan,released,202,,mvend,"verify that a credit card number is valid and not expired"
PDL-PP-0.005,1996-11-05T20:15:00,LUKKA,backpan,released,0.005,,PDL-PP,"Generate PDL routines from concise descriptions"
SHA-1.1,1996-11-05T22:10:26,UWEH,cpan,released,1.1,,SHA,"Perl interface to the NIST Secure Hash Algorithm"
PDL-Slatec-0.002,1996-11-06T07:42:55,LUKKA,backpan,released,0.002,,PDL-Slatec,
PDL1.01dev_alpha_release,1996-11-06T08:33:56,KGB,backpan,released,1.01,,PDL,
frogbak,1996-11-08T08:16:00,MUIR,latest,released,0,1,frogbak,
Time-modules-96.110801,1996-11-08T08:58:00,MUIR,backpan,released,96.110801,,Time-modules,"simply report the number of days in a month"
WWW-Search-1.005,1996-11-11T19:20:08,JOHNH,backpan,released,1.005,,WWW-Search,"a web-searching application demonstrating WWW::Search"
GraphMaker-1.0,1996-11-11T19:21:55,FPIVARI,backpan,released,1.0,1,GraphMaker,
