gene_callers_id	t_superkingdom	t_phylum	t_class	t_order	t_family	t_genus	t_species
NZ_HG326227.1|read5353	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5354	Bacteria	Firmicutes					
NZ_HG326227.1|read5355	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5356	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5357	Bacteria	Firmicutes					
NZ_HG326227.1|read5358	Bacteria	Firmicutes					
NZ_HG326227.1|read5359	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5364	Bacteria	Firmicutes					
NZ_HG326227.1|read5365	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326227.1|read5393	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5394	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5395	Bacteria	Firmicutes					
NZ_HG326227.1|read5396	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
NZ_HG326227.1|read5397	Bacteria	Firmicutes					
NZ_HG326227.1|read5398	Bacteria	Firmicutes					
NZ_HG326227.1|read5404	Bacteria	Firmicutes					
NZ_HG326227.1|read5406	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5407	Archaea	Euryarchaeota					
NZ_HG326227.1|read5409	Bacteria	Proteobacteria					
NZ_HG326227.1|read5410	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326227.1|read5411	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326227.1|read5412	Bacteria	Firmicutes					
NZ_HG326227.1|read5413	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326227.1|read5414	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5415	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5417	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326227.1|read5418	Bacteria	Firmicutes					
NZ_HG326227.1|read5419	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326227.1|read5420	Bacteria	Firmicutes					
NZ_HG326227.1|read5423	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326227.1|read5424	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
NZ_HG326227.1|read5425	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5426	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5427	Bacteria						
NZ_HG326227.1|read5428	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5430	Bacteria	Firmicutes					
NZ_HG326227.1|read5433	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5436	Bacteria						
NZ_HG326227.1|read5438	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326227.1|read5439	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho africanus
NZ_HG326227.1|read5440	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326227.1|read5441	Bacteria	Firmicutes					
NZ_HG326227.1|read5442	Bacteria	Firmicutes					
NZ_HG326227.1|read5443	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326227.1|read5444	Bacteria	Firmicutes					
NZ_HG326227.1|read5445	Bacteria	Firmicutes					
NZ_HG326227.1|read5446	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326227.1|read5447	Bacteria	Firmicutes					
NZ_HG326227.1|read5450							
NZ_HG326227.1|read5452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
NZ_HG326227.1|read5453	Bacteria						
NZ_HG326227.1|read5454	Bacteria						
NZ_HG326227.1|read5455	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5459	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5465	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
NZ_HG326227.1|read5466	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5468	Bacteria	Firmicutes					
NZ_HG326227.1|read5470	Bacteria	Firmicutes					
NZ_HG326227.1|read5471	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5472	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5475	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5479	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326227.1|read5480	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5481	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
NZ_HG326227.1|read5482	Bacteria	Firmicutes					
NZ_HG326227.1|read5483	Bacteria	Firmicutes					
NZ_HG326227.1|read5484	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	Paraclostridium bifermentans
NZ_HG326227.1|read5485	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5486	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5493	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5494	Bacteria						
NZ_HG326227.1|read5499	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5500	Bacteria	Firmicutes					
NZ_HG326227.1|read5501	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae		
NZ_HG326227.1|read5502	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326227.1|read5503	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326227.1|read5504	Bacteria	Firmicutes					
NZ_HG326227.1|read5506	Bacteria	Firmicutes					
NZ_HG326227.1|read5507	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	
NZ_HG326227.1|read5508	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5512	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326227.1|read5513	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5514	Bacteria	Firmicutes	Tissierellia				
NZ_HG326227.1|read5516	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326227.1|read5517	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326227.1|read5518	Bacteria	Firmicutes					
NZ_HG326227.1|read5519	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326227.1|read5520	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5521	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5525	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326227.1|read5528	Bacteria						
NZ_HG326227.1|read5529	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5530	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326227.1|read5531	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326227.1|read5533	Bacteria						
NZ_HG326227.1|read5534	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5540	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans
NZ_HG326227.1|read5541	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5542	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5555	Bacteria	Firmicutes					
NZ_HG326227.1|read5559	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326227.1|read5560	Bacteria	Firmicutes					
NZ_HG326227.1|read5561	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326227.1|read5562	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326227.1|read5565	Bacteria	Firmicutes	Clostridia				
NZ_HG326227.1|read5566	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5574	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326228.1|read5575	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read5576	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5578	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5579	Bacteria	Firmicutes					
NZ_HG326228.1|read5580	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5581	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5582	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5583	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5584	Bacteria	Firmicutes					
NZ_HG326228.1|read5585	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5586	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5588	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5589	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5590	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5591	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5592	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5593	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5594	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5595	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5596	Bacteria	Firmicutes					
NZ_HG326228.1|read5597	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5598	Bacteria	Firmicutes					
NZ_HG326228.1|read5599	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5600	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5601	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5602	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5603	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5604	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5605	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5606	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5607	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5608	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5609	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5610	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5611	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5612	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326228.1|read5613	Bacteria	Firmicutes					
NZ_HG326228.1|read5614	Bacteria	Firmicutes					
NZ_HG326228.1|read5615	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5616	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5618	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5619	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5620	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5621	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5622	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5623	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5624	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5625	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5626	Bacteria	Firmicutes					
NZ_HG326228.1|read5627	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5628	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5629	Bacteria	Firmicutes					
NZ_HG326228.1|read5630	Bacteria	Firmicutes					
NZ_HG326228.1|read5631	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5632	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5633	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5634	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5637	Bacteria						
NZ_HG326228.1|read5638	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326228.1|read5639	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5640	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326228.1|read5641	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read5642	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326228.1|read5643	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326228.1|read5644	Bacteria						
NZ_HG326228.1|read5650	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5653	Bacteria	Firmicutes					
NZ_HG326228.1|read5654	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5655	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5657	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5660	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
NZ_HG326228.1|read5661	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5663	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5664	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5666	Bacteria	Firmicutes					
NZ_HG326228.1|read5668	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5669	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5670	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5671	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5672	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5675	Bacteria	Firmicutes					
NZ_HG326228.1|read5686	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326228.1|read5690	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia hominis
NZ_HG326228.1|read5691	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5692	Bacteria	Firmicutes					
NZ_HG326228.1|read5695	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5696	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5697	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5698	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5699	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5700	Bacteria	Firmicutes					
NZ_HG326228.1|read5701	Bacteria	Firmicutes					
NZ_HG326228.1|read5702	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5703	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5704	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5705	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5706	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read5707	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5708	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326228.1|read5709	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5710	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5713	Bacteria						
NZ_HG326228.1|read5714	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5715	Bacteria	Firmicutes					
NZ_HG326228.1|read5716	Bacteria	Firmicutes	Bacilli				
NZ_HG326228.1|read5717	Bacteria						
NZ_HG326228.1|read5718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5719	Bacteria	Firmicutes					
NZ_HG326228.1|read5720	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners
NZ_HG326228.1|read5723	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read5724	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326228.1|read5725	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium novyi
NZ_HG326228.1|read5726	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5727	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii
NZ_HG326228.1|read5728	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium novyi
NZ_HG326228.1|read5729	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read5735	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read5739	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5740	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read5742	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read5744	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5748	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5774	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5782	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
NZ_HG326228.1|read5783	Bacteria	Firmicutes					
NZ_HG326228.1|read5784	Bacteria	Firmicutes					
NZ_HG326228.1|read5785	Bacteria	Firmicutes					
NZ_HG326228.1|read5797	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
NZ_HG326228.1|read5798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
NZ_HG326228.1|read5799	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
NZ_HG326228.1|read5800	Bacteria	Firmicutes					
NZ_HG326228.1|read5801	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
NZ_HG326228.1|read5804	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5805	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
NZ_HG326228.1|read5806	Bacteria	Firmicutes					
NZ_HG326228.1|read5807	Bacteria	Firmicutes					
NZ_HG326228.1|read5808	Bacteria	Firmicutes					
NZ_HG326228.1|read5812	Bacteria						
NZ_HG326228.1|read5813	Bacteria	Firmicutes					
NZ_HG326228.1|read5814	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5816	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read5818	Bacteria	Firmicutes					
NZ_HG326228.1|read5819	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
NZ_HG326228.1|read5820	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5821	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5822	Bacteria	Firmicutes					
NZ_HG326228.1|read5835	Bacteria	Firmicutes					
NZ_HG326228.1|read5836	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5837	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326228.1|read5838	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326228.1|read5839	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read5841	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5843	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326228.1|read5844	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5849	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
NZ_HG326228.1|read5854	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		[Eubacterium] rectale
NZ_HG326228.1|read5856	Bacteria						
NZ_HG326228.1|read5857	Bacteria	Firmicutes					
NZ_HG326228.1|read5858	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326228.1|read5860	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5861	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5864	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5865	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5866	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5867	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5870	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326228.1|read5872	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
NZ_HG326228.1|read5873	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5881	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read5883	Bacteria	Firmicutes					
NZ_HG326228.1|read5884	Bacteria						
NZ_HG326228.1|read5885	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5888	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
